Validity_date,City,Persist_value_minTemp,EC_minTemp_1,EC_minTemp_2,CO_minTemp_1,CO_minTemp_2,C3_minTemp_1,C3_minTemp_2,OH_minTemp_1,OH_minTemp_2
07/04/2016,Mizpe Ramon,15,17,17,16,16,17,17,16,16
07/04/2016,Nazareth,17,12,13,15,15,15,17,16,14
07/04/2016,Qazrin,15,13,14,15,15,15,16,15,15
07/04/2016,Tel Aviv,15,14,12,14,15,15,14,14,15
07/04/2016,Tiberias,16,14,16,16,16,16,17,16,16
07/04/2016,Zefat,17,13,13,16,15,16,15,15,15
08/04/2016,Afula,9,14,14,17,16,14,14,14,14
08/04/2016,Ashdod,15,16,16,17,17,16,16,13,12
08/04/2016,Beer Sheva,10,16,14,19,19,19,18,15,16
08/04/2016,Bet Shean,14,14,13,18,17,17,18,18,17
08/04/2016,Elat,19,21,21,21,21,20,20,21,21
08/04/2016,En Gedi,20,22,23,21,22,21,20,20,22
08/04/2016,Haifa,14,15,15,17,16,16,16,14,16
08/04/2016,Jerusalem,16,16,16,18,18,17,17,17,17
08/04/2016,Lod,13,14,14,18,17,16,17,13,13
08/04/2016,Mizpe Ramon,13,18,18,18,17,17,18,18,18
08/04/2016,Nazareth,13,14,13,17,16,15,15,16,16
08/04/2016,Qazrin,11,13,14,17,17,16,16,13,13
08/04/2016,Tel Aviv,15,12,12,17,16,15,16,13,13
08/04/2016,Tiberias,15,15,15,17,17,17,17,16,16
08/04/2016,Zefat,15,14,14,17,15,17,18,16,15
09/04/2016,Afula,10,18,18,22,22,22,21,19,19
09/04/2016,Ashdod,15,20,20,24,24,26,26,21,20
09/04/2016,Beer Sheva,13,23,22,26,26,26,25,24,24
09/04/2016,Bet Shean,14,17,20,22,22,22,22,22,23
09/04/2016,Elat,22,25,24,26,27,25,25,25,25
09/04/2016,En Gedi,21,25,26,24,25,27,25,24,23
09/04/2016,Haifa,16,20,20,24,24,23,24,20,23
09/04/2016,Jerusalem,18,20,22,24,24,24,23,21,22
09/04/2016,Lod,13,21,21,25,26,26,26,19,20
09/04/2016,Mizpe Ramon,15,22,23,24,24,25,25,22,22
09/04/2016,Nazareth,16,21,20,23,23,21,21,20,23
09/04/2016,Qazrin,14,18,18,24,23,21,21,17,21
09/04/2016,Tel Aviv,13,17,18,23,24,23,22,19,20
09/04/2016,Tiberias,17,19,19,22,23,23,22,20,21
09/04/2016,Zefat,17,19,18,21,21,22,22,20,21
10/04/2016,Afula,15,20,19,23,23,22,21,19,19
10/04/2016,Ashdod,21,20,20,22,20,21,21,20,20
10/04/2016,Beer Sheva,22,22,19,25,25,22,23,21,20
10/04/2016,Bet Shean,17,20,19,25,25,24,23,23,24
10/04/2016,Elat,24,23,22,27,28,25,26,21,24
10/04/2016,En Gedi,24,25,24,25,26,25,26,23,21
10/04/2016,Haifa,24,19,20,22,21,20,20,19,17
10/04/2016,Jerusalem,22,21,20,21,21,18,19,21,19
10/04/2016,Lod,22,20,22,23,21,22,21,19,19
10/04/2016,Mizpe Ramon,22,21,22,22,22,19,18,20,20
10/04/2016,Nazareth,22,18,18,21,21,21,19,20,17
10/04/2016,Qazrin,19,18,16,20,21,20,18,18,17
10/04/2016,Tel Aviv,22,18,20,23,21,20,20,19,19
10/04/2016,Tiberias,21,20,19,22,23,23,21,20,20
10/04/2016,Zefat,20,18,16,21,21,18,16,20,20
11/04/2016,Afula,16,14,15,16,17,15,15,15,17
11/04/2016,Ashdod,21,17,16,17,17,18,16,18,18
11/04/2016,Beer Sheva,20,15,14,15,15,16,15,17,17
11/04/2016,Bet Shean,20,15,16,19,19,17,17,20,21
11/04/2016,Elat,27,18,17,23,23,22,20,23,22
11/04/2016,En Gedi,26,22,22,21,21,21,20,19,20
11/04/2016,Haifa,20,14,16,17,17,16,16,18,16
11/04/2016,Jerusalem,20,17,16,16,17,13,12,18,17
11/04/2016,Lod,20,15,14,15,16,16,15,16,16
11/04/2016,Mizpe Ramon,21,22,22,17,16,14,12,17,17
11/04/2016,Nazareth,19,14,14,16,16,15,14,16,16
11/04/2016,Qazrin,18,15,13,17,17,13,13,16,18
11/04/2016,Tel Aviv,21,14,14,16,16,15,16,16,16
11/04/2016,Tiberias,21,18,18,18,18,16,15,16,18
11/04/2016,Zefat,18,14,14,17,17,14,12,16,17
12/04/2016,Afula,13,14,14,14,14,14,14,14,14
12/04/2016,Ashdod,17,17,17,17,17,17,17,17,17
12/04/2016,Beer Sheva,16,14,14,14,14,14,14,14,14
12/04/2016,Bet Shean,15,15,15,15,15,15,15,15,15
12/04/2016,Elat,23,15,15,15,15,15,15,15,15
12/04/2016,En Gedi,22,19,19,19,19,19,19,19,19
12/04/2016,Haifa,17,15,15,15,15,15,15,15,15
12/04/2016,Jerusalem,15,13,14,13,14,13,14,13,14
12/04/2016,Lod,16,13,14,13,14,13,14,13,14
12/04/2016,Mizpe Ramon,13,15,15,12,12,10,9,12.33,12
12/04/2016,Nazareth,15,12,12,12,12,12,12,12,12
12/04/2016,Qazrin,14,14,12,14,12,14,12,14,12
12/04/2016,Tel Aviv,16,16,15,16,15,16,15,16,15
12/04/2016,Tiberias,17,17,17,17,17,17,17,17,17
12/04/2016,Zefat,13,12,12,12,12,12,12,12,12
13/04/2016,Afula,12,12,11,15,16,15,13.33,13,13
13/04/2016,Ashdod,18,14,15,17,17,18,16,16,16
13/04/2016,Beer Sheva,14,12,12,14,15,14,13.33,13,13
13/04/2016,Bet Shean,15,13,13,16,17,19,15.33,16,16
13/04/2016,Elat,20,15,14,17,18,19,16,17,16
13/04/2016,En Gedi,22,18,18,18,19,18,16.67,13,13
13/04/2016,Haifa,14,13,13,16,15,16,13,15,11
13/04/2016,Jerusalem,11,12,12,13,12,11,12,12,12
13/04/2016,Lod,16,12,12,15,14,15,13.33,14,14
13/04/2016,Mizpe Ramon,11,13,12,12,12,11,11.67,12,11
13/04/2016,Nazareth,13,11,11,14,12,15,11.33,12,11
13/04/2016,Qazrin,12,12,11,12,12,13,10.67,11,9
13/04/2016,Tel Aviv,16,14,14,15,16,15,14.67,14,14
13/04/2016,Tiberias,18,14,14,15,14,15,13,12,11
13/04/2016,Zefat,10,14,11,12,12,11,11.33,12,11
14/04/2016,Afula,14,11,10,15,14,13,12,12,13
14/04/2016,Ashdod,14,15,15,17,16,17,14,14,16
14/04/2016,Beer Sheva,13,12,12,14,13,13,13,13,13
14/04/2016,Bet Shean,15,13,13,16,15,16,15,15,15
14/04/2016,Elat,19,11,12,16,15,16,15,15,15
14/04/2016,En Gedi,19,18,18,18,19,18,18,13,12
14/04/2016,Haifa,13,13,13,16,15,15,14,15,10
14/04/2016,Jerusalem,10,12,10,12,11,10,10,11,11
14/04/2016,Lod,14,12,12,15,14,14,14,13,13
14/04/2016,Mizpe Ramon,10,11,11,11,11,10,9,11,11
14/04/2016,Nazareth,11,10,10,12,11,13,12,11,10
14/04/2016,Qazrin,11,11,9,11,11,11,10,11,10
14/04/2016,Tel Aviv,15,14,13,14,14,14,13,17,13
14/04/2016,Tiberias,16,15,15,14,13,13,15,11,11
14/04/2016,Zefat,8,12,9,11,11,11,10,11,10
15/04/2016,Afula,9,12,13,15,14,13,12,14,15
15/04/2016,Ashdod,15,16,16,16,15,16,14,16,17
15/04/2016,Beer Sheva,12,11,11,13,13,14,14,13,14
15/04/2016,Bet Shean,10,13,13,16,16,15,15,16,17
15/04/2016,Elat,16,14,13,17,17,17,16,16,16
15/04/2016,En Gedi,17,20,19,20,20,19,18,19,20
15/04/2016,Haifa,13,13,15,15,15,15,15,17,17
15/04/2016,Jerusalem,10,12,12,13,13,12,12,13,13
15/04/2016,Lod,15,13,13,14,14,14,14,14,15
15/04/2016,Mizpe Ramon,10,13,13,13,13,13,13,13,13
15/04/2016,Nazareth,12,12,13,13,12,14,13,13,12
15/04/2016,Qazrin,8,13,12,12,12,13,10,13,12
15/04/2016,Tel Aviv,14,15,13,14,14,13,13,18,15
15/04/2016,Tiberias,14,16,17,16,13,15,15,13,13
15/04/2016,Zefat,8,12,12,12,12,11,11,13,12
16/04/2016,Afula,13,14,12,15,15,14,14,14,13
16/04/2016,Ashdod,15,17,16,18,17,18,17,16,15
16/04/2016,Beer Sheva,11,12,12,17,16,18,18,15,15
16/04/2016,Bet Shean,14,14,14,18,17,16,16,17,17
16/04/2016,Elat,18,15,15,20,21,18,17,18,18
16/04/2016,En Gedi,20,22,22,21,21,20,20,21,21
16/04/2016,Haifa,15,15,15,16,15,16,15,16,16
16/04/2016,Jerusalem,12,15,14,17,17,17,17,15,16
16/04/2016,Lod,14,14,14,17,16,16,16,14,14
16/04/2016,Mizpe Ramon,10,16,17,17,16,16,16,16,16
16/04/2016,Nazareth,14,12,13,15,14,13,13,15,15
16/04/2016,Qazrin,11,13,12,15,14,14,14,13,13
16/04/2016,Tel Aviv,15,12,12,16,16,16,16,14,14
16/04/2016,Tiberias,16,18,17,16,17,16,17,15,15
16/04/2016,Zefat,11,12,12,14,14,17,14,14,13
17/04/2016,Afula,10,14,14,17,18,15,15,15,16
17/04/2016,Ashdod,16,18,18,19,18,18,18,17,15
17/04/2016,Beer Sheva,12,15,14,19,19,18,18,17,17
17/04/2016,Bet Shean,13,14,15,19,19,17,17,19,18
17/04/2016,Elat,20,18,18,23,23,18,18,20,23
17/04/2016,En Gedi,21,24,24,23,23,22,21,23,22
17/04/2016,Haifa,15,17,17,17,17,16,16,17,18
17/04/2016,Jerusalem,16,15,16,19,20,19,19,19,18
17/04/2016,Lod,15,16,15,18,19,15,17,15,17
17/04/2016,Mizpe Ramon,12,20,19,19,19,18,18,19,18
17/04/2016,Nazareth,15,14,15,17,17,16,15,17,15
17/04/2016,Qazrin,11,14,14,18,17,16,16,15,15
17/04/2016,Tel Aviv,15,14,14,17,17,15,16,15,17
17/04/2016,Tiberias,16,18,19,19,18,20,18,17,17
17/04/2016,Zefat,14,12,13,17,17,18,17,15,15
18/04/2016,Afula,9,12,12,16,16,13,12,14,14
18/04/2016,Ashdod,16,16,16,17,17,18,14,17,14
18/04/2016,Beer Sheva,13,12,11,15,15,16,16,15,15
18/04/2016,Bet Shean,12,13,14,19,18,18,18,19,18
18/04/2016,Elat,22,17,17,23,22,19,19,21,23
18/04/2016,En Gedi,21,23,23,23,23,22,20,23,23
18/04/2016,Haifa,16,14,14,16,16,15,15,18,17
18/04/2016,Jerusalem,18,15,14,19,19,17,18,16,16
18/04/2016,Lod,14,13,12,15,15,15,14,16,14
18/04/2016,Mizpe Ramon,15,20,20,19,18,18,17,17,17
18/04/2016,Nazareth,18,13,12,17,17,16,15,16,16
18/04/2016,Qazrin,10,12,11,17,17,16,16,14,13
18/04/2016,Tel Aviv,15,12,12,15,15,15,14,17,14
18/04/2016,Tiberias,15,16,15,18,17,17,18,16,16
18/04/2016,Zefat,14,13,14,17,17,17,17,16,15
19/04/2016,Afula,9,13,13,20,21,15,15,16,16
19/04/2016,Ashdod,14,16,16,16,17,18,15,16,15
19/04/2016,Beer Sheva,10,13,13,15,14,14,13,14,15
19/04/2016,Bet Shean,12,16,16,22,22,19,19,20,20
19/04/2016,Elat,23,18,18,23,23,18,18,21,24
19/04/2016,En Gedi,20,24,23,26,26,23,25,24,25
19/04/2016,Haifa,15,16,16,17,17,17,17,18,18
19/04/2016,Jerusalem,17,17,18,21,21,19,20,20,19
19/04/2016,Lod,12,13,13,15,15,14,14,13,14
19/04/2016,Mizpe Ramon,14,19,19,19,19,18,17,17,20
19/04/2016,Nazareth,16,15,15,21,22,19,17,19,20
19/04/2016,Qazrin,11,16,16,21,22,20,20,15,17
19/04/2016,Tel Aviv,13,14,14,15,15,14,14,13,14
19/04/2016,Tiberias,15,19,18,21,21,18,20,19,20
19/04/2016,Zefat,15,16,16,22,22,19,19,21,21
20/04/2016,Afula,10,17,20,23,23,17,19,19,19
20/04/2016,Ashdod,19,18,18,21,19,16,19,16,16
20/04/2016,Beer Sheva,16,17,19,24,22,18,23,17,16
20/04/2016,Bet Shean,16,17,17,25,24,21,21,22,22
20/04/2016,Elat,23,21,23,26,25,25,25,26,27
20/04/2016,En Gedi,23,25,25,29,29,28,28,23,27
20/04/2016,Haifa,18,20,20,25,24,21,19,20,19
20/04/2016,Jerusalem,20,19,20,24,23,21,21,21,21
20/04/2016,Lod,17,19,20,24,23,17,22,18,17
20/04/2016,Mizpe Ramon,17,20,19,23,23,20,21,22,22
20/04/2016,Nazareth,20,20,21,24,24,19,21,20,20
20/04/2016,Qazrin,18,20,18,23,23,21,20,14,19
20/04/2016,Tel Aviv,17,14,16,22,22,16,19,18,17
20/04/2016,Tiberias,18,21,21,24,24,23,21,20,20
20/04/2016,Zefat,19,18,17,23,23,21,20,22,22
21/04/2016,Afula,12,17,17,23,23,19,20,19,21
21/04/2016,Ashdod,18,20,19,19,18,20,21,18,18
21/04/2016,Beer Sheva,17,17,17,20,20,24,22,19,20
21/04/2016,Bet Shean,17,18,18,24,24,21,23,22,23
21/04/2016,Elat,24,22,21,26,26,23,24,26,27
21/04/2016,En Gedi,25,26,26,28,27,27,26,26,29
21/04/2016,Haifa,23,19,19,23,23,23,25,19,22
21/04/2016,Jerusalem,21,21,24,24,24,23,23,22,24
21/04/2016,Lod,16,17,17,20,21,21,24,18,18
21/04/2016,Mizpe Ramon,21,20,19,23,22,22,22,23,23
21/04/2016,Nazareth,22,20,20,24,23,20,20,21,22
21/04/2016,Qazrin,21,18,18,24,24,22,23,16,19
21/04/2016,Tel Aviv,19,16,17,18,19,19,22,18,18
21/04/2016,Tiberias,21,20,21,25,25,22,23,21,22
21/04/2016,Zefat,20,20,19,23,23,20,22,22,23
22/04/2016,Afula,11,15,15,19,19,17,17,18,18
22/04/2016,Ashdod,19,19,18,18,19,18,18,17,18
22/04/2016,Beer Sheva,16,16,15,19,19,20,19,19,19
22/04/2016,Bet Shean,14,16,16,23,22,20,20,22,22
22/04/2016,Elat,23,23,21,25,24,25,24,26,26
22/04/2016,En Gedi,25,26,25,24,24,22,25,24,25
22/04/2016,Haifa,22,18,18,18,19,18,19,18,18
22/04/2016,Jerusalem,23,18,20,20,21,19,20,20,21
22/04/2016,Lod,18,16,16,18,19,18,17,17,17
22/04/2016,Mizpe Ramon,19,19,19,21,21,20,20,22,22
22/04/2016,Nazareth,23,15,15,19,19,16,17,21,21
22/04/2016,Qazrin,20,16,18,19,20,18,18,18,19
22/04/2016,Tel Aviv,18,14,14,18,18,17,17,17,17
22/04/2016,Tiberias,20,18,19,21,20,20,20,21,21
22/04/2016,Zefat,20,15,16,20,20,18,19,19,19
23/04/2016,Afula,12,15,14,18,18,18,18,19,18
23/04/2016,Ashdod,17,18,17,19,18,18,17,19,18
23/04/2016,Beer Sheva,14,17,17,19,18,19,19,19,19
23/04/2016,Bet Shean,14,17,16,21,21,22,22,22,22
23/04/2016,Elat,22,24,21,25,25,26,24,26,26
23/04/2016,En Gedi,24,26,26,24,24,24,24,25,24
23/04/2016,Haifa,18,18,18,18,17,19,18,18,18
23/04/2016,Jerusalem,20,20,20,21,22,20,21,22,21
23/04/2016,Lod,16,18,16,18,17,17,17,18,17
23/04/2016,Mizpe Ramon,18,20,20,21,22,22,23,23,22
23/04/2016,Nazareth,17,16,15,19,19,20,20,20,18
23/04/2016,Qazrin,15,16,15,20,20,22,21,18,17
23/04/2016,Tel Aviv,17,15,15,17,17,17,16,18,17
23/04/2016,Tiberias,18,18,17,21,21,21,22,20,20
23/04/2016,Zefat,17,16,15,18,19,20,20,19,19
24/04/2016,Afula,12,14,13,18,18,16,16,17,17
24/04/2016,Ashdod,18,17,17,19,18,17,16,16,17
24/04/2016,Beer Sheva,14,15,14,18,18,18,17,17,17
24/04/2016,Bet Shean,17,16,16,22,21,19,20,21,21
24/04/2016,Elat,26,23,21,25,25,25,24,24,24
24/04/2016,En Gedi,25,24,24,23,24,22,24,22,22
24/04/2016,Haifa,18,17,16,19,17,18,18,19,16
24/04/2016,Jerusalem,20,18,17,21,21,19,17,19,18
24/04/2016,Lod,17,16,14,18,17,17,17,16,17
24/04/2016,Mizpe Ramon,18,21,21,21,21,20,19,20,20
24/04/2016,Nazareth,18,14,14,18,17,16,18,18,16
24/04/2016,Qazrin,16,16,14,19,18,16,18,17,18
24/04/2016,Tel Aviv,16,14,14,18,17,16,16,16,17
24/04/2016,Tiberias,18,17,17,19,19,18,19,18,19
24/04/2016,Zefat,17,14,14,19,18,18,19,18,18
25/04/2016,Afula,11,19,19,21,22,21,23,19,20
25/04/2016,Ashdod,16,21,21,23,23,23,22,19,24
25/04/2016,Beer Sheva,13,25,25,26,26,25,25,26,27
25/04/2016,Bet Shean,15,18,18,22,24,24,24,22,23
25/04/2016,Elat,23,23,23,24,25,25,23,27,28
25/04/2016,En Gedi,23,26,27,25,26,26,25,25,25
25/04/2016,Haifa,15,20,21,22,22,22,23,21,23
25/04/2016,Jerusalem,19,22,23,24,24,22,23,22,24
25/04/2016,Lod,15,21,24,24,25,24,25,20,20
25/04/2016,Mizpe Ramon,17,22,22,25,25,23,23,25,25
25/04/2016,Nazareth,14,20,21,22,24,23,24,20,23
25/04/2016,Qazrin,13,19,18,22,23,23,22,19,19
25/04/2016,Tel Aviv,15,20,19,22,23,22,22,20,20
25/04/2016,Tiberias,18,20,20,22,23,24,25,20,22
25/04/2016,Zefat,14,18,18,20,22,22,21,20,22
26/04/2016,Afula,18,17,16,19,19,17,17,17,17
26/04/2016,Ashdod,22,19,19,19,20,20,19,19,18
26/04/2016,Beer Sheva,24,18,18,21,21,21,22,19,19
26/04/2016,Bet Shean,19,17,17,21,21,19,20,20,21
26/04/2016,Elat,26,20,20,24,24,23,23,24,24
26/04/2016,En Gedi,26,25,25,25,24,23,23,21,21
26/04/2016,Haifa,22,17,18,19,19,18,18,18,17
26/04/2016,Jerusalem,22,19,19,21,19,19,19,19,19
26/04/2016,Lod,24,17,17,20,20,19,19,17,17
26/04/2016,Mizpe Ramon,24,21,21,19,20,19,18,20,20
26/04/2016,Nazareth,23,16,16,19,19,16,17,17,17
26/04/2016,Qazrin,21,15,15,19,18,17,17,16,16
26/04/2016,Tel Aviv,22,16,17,19,19,18,18,17,17
26/04/2016,Tiberias,22,18,18,20,20,20,19,17,18
26/04/2016,Zefat,20,18,16,19,17,17,17,17,18
27/04/2016,Afula,12,18,19,21,20,20,19,19,19
27/04/2016,Ashdod,19,20,20,20,20,21,20,20,20
27/04/2016,Beer Sheva,17,18,18,20,20,19,19,19,19
27/04/2016,Bet Shean,14,19,19,23,23,22,22,23,23
27/04/2016,Elat,24,23,21,25,25,24,24,25,25
27/04/2016,En Gedi,24,24,24,24,25,22,22,22,21
27/04/2016,Haifa,18,19,19,20,20,18,17,20,17
27/04/2016,Jerusalem,20,18,19,18,18,16,16,18,18
27/04/2016,Lod,8,18,18,20,19,19,19,19,19
27/04/2016,Mizpe Ramon,19,23,23,19,18,15,15,20,19
27/04/2016,Nazareth,18,17,17,19,19,19,18,21,17
27/04/2016,Qazrin,14,19,16,18,18,17,16,20,19
27/04/2016,Tel Aviv,17,19,19,20,20,20,19,19,19
27/04/2016,Tiberias,18,20,20,23,22,20,20,21,21
27/04/2016,Zefat,16,20,16,20,19,15,14,21,21
28/04/2016,Afula,21,15,14,15,15,15,14,14,14
28/04/2016,Ashdod,22,19,19,18,19,18,17,18,17
28/04/2016,Beer Sheva,19,14,14,14,14,15,15,15,15
28/04/2016,Bet Shean,22,16,17,17,17,17,16,17,17
28/04/2016,Elat,26,14,15,19,18,19,17,19,18
28/04/2016,En Gedi,28,19,20,18,18,19,19,15,14
28/04/2016,Haifa,19,17,17,17,16,16,14,17,12
28/04/2016,Jerusalem,16,13,13,13,12,11,10,12,12
28/04/2016,Lod,21,14,15,16,16,15,16,14,15
28/04/2016,Mizpe Ramon,15,17,17,13,11,12,10,13,13
28/04/2016,Nazareth,18,13,13,14,14,14,13,13,12
28/04/2016,Qazrin,18,14,12,13,13,12,12,12,12
28/04/2016,Tel Aviv,20,16,16,17,18,16,15,14,15
28/04/2016,Tiberias,22,16,17,15,15,16,15,13,15
28/04/2016,Zefat,15,16,12,13,13,11,10,13,12
29/04/2016,Afula,13,13,13,17,15,14,14,14,14
29/04/2016,Ashdod,20,17,17,19,18,18,17,18,16
29/04/2016,Beer Sheva,16,12,12,13,14,13,13,14,15
29/04/2016,Bet Shean,16,14,15,17,17,16,16,17,17
29/04/2016,Elat,19,17,16,19,17,18,18,19,18
29/04/2016,En Gedi,21,21,19,19,20,20,19,21,14
29/04/2016,Haifa,15,17,17,18,15,16,16,18,14
29/04/2016,Jerusalem,12,13,12,12,12,11,12,12,12
29/04/2016,Lod,17,13,14,16,16,16,14,14,15
29/04/2016,Mizpe Ramon,10,16,14,12,11,13,11,12,12
29/04/2016,Nazareth,14,13,13,14,14,12,14,13,12
29/04/2016,Qazrin,12,13,10,13,13,12,10,10,10
29/04/2016,Tel Aviv,18,15,14,18,18,15,15,14,15
29/04/2016,Tiberias,17,17,16,17,14,15,17,13,13
29/04/2016,Zefat,8,15,11,13,13,12,12,13,12
30/04/2016,Afula,11,12,12,14,15,14,13,13,14
30/04/2016,Ashdod,17,16,17,17,16,17,14,16,15
30/04/2016,Beer Sheva,12,12,13,13,15,16,16,14,14
30/04/2016,Bet Shean,14,13,14,17,17,15,15,17,17
30/04/2016,Elat,19,20,19,21,20,17,17,22,19
30/04/2016,En Gedi,21,23,22,22,22,21,20,22,22
30/04/2016,Haifa,15,15,17,16,15,16,15,16,14
30/04/2016,Jerusalem,11,15,14,17,17,16,17,16,15
30/04/2016,Lod,16,13,13,15,15,15,14,14,15
30/04/2016,Mizpe Ramon,10,19,18,16,16,16,15,17,16
30/04/2016,Nazareth,14,12,12,14,14,13,14,15,14
30/04/2016,Qazrin,10,14,12,14,14,15,15,13,12
30/04/2016,Tel Aviv,17,13,12,15,15,14,14,14,14
30/04/2016,Tiberias,15,18,16,18,16,16,16,15,15
30/04/2016,Zefat,10,13,13,13,14,15,16,14,14
01/05/2016,Afula,11,17,17,20,19,19,19,19,19
01/05/2016,Ashdod,15,19,19,21,20,22,20,18,17
01/05/2016,Beer Sheva,12,21,21,23,23,24,24,20,20
01/05/2016,Bet Shean,14,18,18,22,22,22,22,21,21
01/05/2016,Elat,21,24,25,26,26,24,24,26,26
01/05/2016,En Gedi,22,27,26,23,24,27,25,24,24
01/05/2016,Haifa,15,19,18,19,18,21,22,18,20
01/05/2016,Jerusalem,15,20,20,21,21,22,22,20,20
01/05/2016,Lod,14,19,19,22,20,22,22,18,22
01/05/2016,Mizpe Ramon,12,22,22,22,23,23,23,21,21
01/05/2016,Nazareth,14,18,17,20,20,21,20,20,21
01/05/2016,Qazrin,12,18,18,21,21,22,22,16,18
01/05/2016,Tel Aviv,14,15,16,20,19,21,20,20,18
01/05/2016,Tiberias,17,20,20,22,21,22,22,20,20
01/05/2016,Zefat,13,17,18,20,20,22,21,20,20
02/05/2016,Afula,13,18,17,20,20,19,18,18,18
02/05/2016,Ashdod,19,21,20,21,21,20,18,20,20
02/05/2016,Beer Sheva,17,17,16,17,19,17,17,18,18
02/05/2016,Bet Shean,16,19,19,21,21,20,20,21,22
02/05/2016,Elat,21,22,21,24,23,23,22,24,23
02/05/2016,En Gedi,23,23,22,25,23,22,22,25,23
02/05/2016,Haifa,19,19,19,19,19,19,19,19,19
02/05/2016,Jerusalem,22,16,17,16,15,14,14,17,16
02/05/2016,Lod,18,18,18,19,19,19,19,18,19
02/05/2016,Mizpe Ramon,23,21,21,19,17,15,13,20,17
02/05/2016,Nazareth,20,16,16,18,18,18,18,17,18
02/05/2016,Qazrin,18,17,16,16,17,17,16,17,16
02/05/2016,Tel Aviv,15,20,19,20,20,19,18,18,18
02/05/2016,Tiberias,21,20,20,21,20,20,19,17,18
02/05/2016,Zefat,19,17,17,15,17,14,14,17,17
03/05/2016,Afula,19,16,16,18,18,18,17,18,18
03/05/2016,Ashdod,20,19,20,20,19,20,18,19,19
03/05/2016,Beer Sheva,18,18,20,20,21,20,19,20,18
03/05/2016,Bet Shean,18,17,18,21,20,19,19,21,21
03/05/2016,Elat,24,24,24,24,24,22,23,25,24
03/05/2016,En Gedi,25,25,26,24,24,25,24,25,25
03/05/2016,Haifa,18,18,18,18,18,18,19,20,19
03/05/2016,Jerusalem,14,19,18,19,19,18,18,21,17
03/05/2016,Lod,19,17,18,19,19,20,19,18,19
03/05/2016,Mizpe Ramon,14,25,23,21,20,19,19,22,19
03/05/2016,Nazareth,17,16,16,18,18,17,17,19,18
03/05/2016,Qazrin,17,17,17,18,18,17,16,18,18
03/05/2016,Tel Aviv,20,16,17,18,18,18,17,21,17
03/05/2016,Tiberias,21,19,20,20,20,19,20,19,19
03/05/2016,Zefat,13,16,17,18,18,18,17,19,18
04/05/2016,Afula,15,18,19,21,21,21,20,21,20
04/05/2016,Ashdod,20,20,20,21,21,21,21,21,21
04/05/2016,Beer Sheva,18,18,18,20,19,19,20,20,20
04/05/2016,Bet Shean,17,20,21,23,24,23,23,25,24
04/05/2016,Elat,25,22,23,25,25,25,24,26,26
04/05/2016,En Gedi,25,26,25,25,26,26,25,27,28
04/05/2016,Haifa,18,18,19,20,21,20,19,21,21
04/05/2016,Jerusalem,18,17,17,19,18,16,15,19,18
04/05/2016,Lod,19,17,19,21,20,20,21,21,21
04/05/2016,Mizpe Ramon,19,23,24,18,18,17,15,19,20
04/05/2016,Nazareth,17,17,17,20,20,20,19,21,19
04/05/2016,Qazrin,15,20,18,20,20,19,19,20,19
04/05/2016,Tel Aviv,18,19,20,21,21,20,21,21,21
04/05/2016,Tiberias,20,21,21,24,24,25,23,21,22
04/05/2016,Zefat,16,18,18,20,20,16,15,21,21
05/05/2016,Afula,20,15,16,15,16,15,16,16,16
05/05/2016,Ashdod,21,18,18,17,17,19,19,18,19
05/05/2016,Beer Sheva,19,14,14,17,16,18,17,17,16
05/05/2016,Bet Shean,21,17,17,18,18,18,18,19,19
05/05/2016,Elat,25,20,20,22,23,22,21,21,21
05/05/2016,En Gedi,27,22,22,22,22,22,22,23,23
05/05/2016,Haifa,19,16,16,16,17,17,17,18,19
05/05/2016,Jerusalem,15,14,13,15,14,13,13,14,14
05/05/2016,Lod,14,15,16,16,16,17,17,16,16
05/05/2016,Mizpe Ramon,15,20,20,15,15,15,14,16,16
05/05/2016,Nazareth,17,15,14,15,16,15,15,15,15
05/05/2016,Qazrin,19,15,14,14,14,13,15,15,13
05/05/2016,Tel Aviv,20,16,17,16,16,16,16,20,16
05/05/2016,Tiberias,24,18,19,18,19,16,19,15,15
05/05/2016,Zefat,14,15,15,14,15,12,12,15,15
06/05/2016,Afula,14,15,15,18,18,17,17,15,17
06/05/2016,Ashdod,18,19,19,20,18,21,19,20,18
06/05/2016,Beer Sheva,14,14,14,18,17,16,15,16,16
06/05/2016,Bet Shean,16,15,16,19,19,20,19,18,19
06/05/2016,Elat,22,20,19,22,22,21,21,20,20
06/05/2016,En Gedi,22,22,22,23,23,23,21,22,22
06/05/2016,Haifa,17,17,17,18,18,18,18,18,18
06/05/2016,Jerusalem,13,14,15,17,16,14,14,15,15
06/05/2016,Lod,17,14,15,18,18,16,17,15,17
06/05/2016,Mizpe Ramon,13,15,15,17,17,14,14,16,16
06/05/2016,Nazareth,15,14,14,17,17,17,16,15,15
06/05/2016,Qazrin,15,15,14,17,16,17,16,13,13
06/05/2016,Tel Aviv,18,16,16,18,17,17,17,20,17
06/05/2016,Tiberias,18,19,19,20,19,21,19,15,15
06/05/2016,Zefat,11,15,14,17,16,15,14,15,15
07/05/2016,Afula,13,15,15,16,15,16,16,15,15
07/05/2016,Ashdod,19,18,18,19,18,18,18,18,18
07/05/2016,Beer Sheva,16,15,15,16,16,16,16,16,16
07/05/2016,Bet Shean,17,16,16,19,18,19,18,18,18
