Validity_date,City,Persist_value_maxTemp,EC_maxTemp_1,EC_maxTemp_2,CO_maxTemp_1,CO_maxTemp_2,C3_maxTemp_1,C3_maxTemp_2,OH_maxTemp_1,OH_maxTemp_2
21/03/2016,Bet Shean,23,21,21,23,23,23,23,23,23
21/03/2016,Elat,29,21,21,23,23,25,25,21,21
21/03/2016,En Gedi,27,23,23,24,24,24,25,24,24
21/03/2016,Haifa,18,18,17,19,19,17,17,18,17
21/03/2016,Jerusalem,14,15,14,15,15,15,15,16,16
21/03/2016,Lod,20,18,18,18,19,19,19,18,18
21/03/2016,Mizpe Ramon,17,17,16,16,16,16,16,17,17
21/03/2016,Nazareth,17,17,16,17,17,18,18,17,17
21/03/2016,Qazrin,18,18,17,17,18,17,17,17,18
21/03/2016,Tel Aviv,19,19,18,19,20,18,18,18,18
21/03/2016,Tiberias,24,20,19,20,20,21,21,17,17
21/03/2016,Zefat,13,16,15,16,16,14,15,17,18
22/03/2016,Afula,21,20,20,20,21,21,21,22,22
22/03/2016,Ashdod,20,16,16,18,18,18,16,18,18
22/03/2016,Beer Sheva,19,19,19,20,20,22,21,20,20
22/03/2016,Bet Shean,23,23,23,23,24,25,24,24,24
22/03/2016,Elat,26,21,21,23,22,24,24,22,21
22/03/2016,En Gedi,26,21,21,22,22,22,23,23,23
22/03/2016,Haifa,18,18,17,18,18,18,17,18,18
22/03/2016,Jerusalem,13,16,16,16,18,18,18,18,17
22/03/2016,Lod,19,19,19,19,20,20,20,20,20
22/03/2016,Mizpe Ramon,17,17,18,18,17,18,18,18,18
22/03/2016,Nazareth,16,17,17,17,18,18,18,18,18
22/03/2016,Qazrin,17,19,19,17,18,18,18,18,18
22/03/2016,Tel Aviv,19,19,19,19,20,19,18,20,20
22/03/2016,Tiberias,24,21,21,21,22,21,22,18,18
22/03/2016,Zefat,13,18,18,16,18,16,17,18,18
23/03/2016,Afula,22,26,26,25,26,26,27,27,27
23/03/2016,Ashdod,20,22.67,19,21,22,20,20,27,24
23/03/2016,Beer Sheva,22,27.33,26,28,28,28,28,26,26
23/03/2016,Bet Shean,24,28.33,27,27,29,29,29,29,28
23/03/2016,Elat,26,28,27,28,28,27,28,29,28
23/03/2016,En Gedi,25,27,25,27,28,26,25,28,27
23/03/2016,Haifa,18,25,25,24,25,25,25,26,25
23/03/2016,Jerusalem,16,22.67,22,23,23,23,23,22,23
23/03/2016,Lod,20,27,27,25,27,29,28,27,27
23/03/2016,Mizpe Ramon,18,25,24,24,24,24,23,23,23
23/03/2016,Nazareth,18,23.33,25,22,24,25,26,23,23
23/03/2016,Qazrin,19,23.33,25,24,25,23,24,23,23
23/03/2016,Tel Aviv,19,27,27,28,28,26,26,27,27
23/03/2016,Tiberias,25,24.67,28,26,27,25,28,23,23
23/03/2016,Zefat,15,21.67,23,21,22,21,22,23,23
24/03/2016,Afula,27,30,30,31,30,32,32,32,32
24/03/2016,Ashdod,22,25,26,26,25,26,25,29,29
24/03/2016,Beer Sheva,30,31,31,32,32,34,33,32,32
24/03/2016,Bet Shean,28,30,30,29,29,32,33,33,33
24/03/2016,Elat,29,28,28,30,30,29,29,31,30
24/03/2016,En Gedi,29,27,28,30,30,31,32,33,33
24/03/2016,Haifa,24,26,26,27,28,29,29,30,30
24/03/2016,Jerusalem,23,26,27,28,28,26,28,29,29
24/03/2016,Lod,29,31,32,29,29,32,32,31,32
24/03/2016,Mizpe Ramon,24,30,30,28,29,29,28,29,29
24/03/2016,Nazareth,25,28,29,25,26,28,29,27,27
24/03/2016,Qazrin,24,28,28,27,26,26,27,27,27
24/03/2016,Tel Aviv,27,26,26,30,30,31,31,31,32
24/03/2016,Tiberias,30,28,28,27,28,29,30,27,27
24/03/2016,Zefat,19,25,25,23,24,24,24,27,27
25/03/2016,Afula,30,27,27,27,28,27.67,27.67,29,28
25/03/2016,Ashdod,28,26,26,23,26,25,26,26,26
25/03/2016,Beer Sheva,33,28,29,28,31,28,29.33,28,28
25/03/2016,Bet Shean,32,29,29,28,31,29.33,30,31,30
25/03/2016,Elat,31,28,28,32,32,30,30,30,30
25/03/2016,En Gedi,31,26,26,29,30,28.33,28.67,30,30
25/03/2016,Haifa,29,25,25,26,26,25.33,25.33,25,25
25/03/2016,Jerusalem,26,24,25,26,26,25.33,25.67,26,26
25/03/2016,Lod,32,27,28,26,28,27,28,28,28
25/03/2016,Mizpe Ramon,28,31,32,28,28,28.67,29,27,27
25/03/2016,Nazareth,27,25,25,24,26,24.67,25.33,25,25
25/03/2016,Qazrin,26,24,24,23,25,24,24.67,25,25
25/03/2016,Tel Aviv,31,28,29,29,30,28.33,29,28,28
25/03/2016,Tiberias,30,25,26,25,27,25,26,25,25
25/03/2016,Zefat,22,24,25,24,25,24.33,25,25,25
26/03/2016,Afula,27,23,23,24,25,23,24.67,26,26
26/03/2016,Ashdod,22,20,22,24,25,24,23,19,22
26/03/2016,Beer Sheva,27,22,24,24,27,24,25,27,24
26/03/2016,Bet Shean,29,24,23,28,24,27,24.67,29,27
26/03/2016,Elat,30,24,24,25,27,22,25.33,23,25
26/03/2016,En Gedi,31,22,23,28,23,25,25,29,29
26/03/2016,Haifa,24,23,23,21,23,21,22.67,19,22
26/03/2016,Jerusalem,22,21,21,22,23,21,21.33,23,20
26/03/2016,Lod,27,22,24,24,25,24,24,24,23
26/03/2016,Mizpe Ramon,24,27,31,22,21,20,24,20,20
26/03/2016,Nazareth,24,21,21,22,23,21,21.67,22,21
26/03/2016,Qazrin,24,19,20,21,22,20,20.33,22,19
26/03/2016,Tel Aviv,26,23,25,23,26,23,24.67,24,23
26/03/2016,Tiberias,28,21,21,24,23,23,21.67,22,21
26/03/2016,Zefat,21,20,19,20,21,17,19.67,22,19
27/03/2016,Afula,25,20,19,19,19,21,20,20,21
27/03/2016,Ashdod,25,18,18,18,17,19,19,17,18
27/03/2016,Beer Sheva,21,19,19,19,19,20,20,18,18
27/03/2016,Bet Shean,25,24,23,23,23,24,24,21,22
27/03/2016,Elat,28,23,22,27,27,27,27,22,22
27/03/2016,En Gedi,25,23,24,26,25,26,26,25,24
27/03/2016,Haifa,25,18,17,16,17,18,16,17,18
27/03/2016,Jerusalem,19,16,16,17,17,16,17,14,15
27/03/2016,Lod,26,20,19,19,18,20,20,17,18
27/03/2016,Mizpe Ramon,18,28,28,19,19,18,17,17,17
27/03/2016,Nazareth,21,17,16,16,16,19,18,17,17
27/03/2016,Qazrin,21,18,17,18,18,18,18,17,17
27/03/2016,Tel Aviv,26,19,18,19,18,19,19,17,18
27/03/2016,Tiberias,24,21,20,21,20,21,22,17,17
27/03/2016,Zefat,18,18,17,16,16,16,16,17,17
28/03/2016,Afula,19,16,17,19,18,18,18,19,20
28/03/2016,Ashdod,19,17,17,18,18,18,18,17,17
28/03/2016,Beer Sheva,20,16,15,17,17,17,18,16,16
28/03/2016,Bet Shean,24,19,19,21,21,21,21,20,20
28/03/2016,Elat,29,19,19,23,23,24,25,21,21
28/03/2016,En Gedi,28,21,21,22,22,23,23,22,22
28/03/2016,Haifa,17,17,17,17,16,17,15,17,17
28/03/2016,Jerusalem,17,12,12,14,14,14,14,13,13
28/03/2016,Lod,20,16,17,18,18,17,18,15,16
28/03/2016,Mizpe Ramon,17,23,23,15,15,16,15,15,15
28/03/2016,Nazareth,17,15,14,15,15,16,16,15,15
28/03/2016,Qazrin,19,13,14,15,14,15,14,14,15
28/03/2016,Tel Aviv,18,17,17,18,18,18,18,15,16
28/03/2016,Tiberias,24,17,17,19,19,19,18,15,15
28/03/2016,Zefat,15,13,14,14,14,12,11,14,15
29/03/2016,Afula,19,18,18,20,20,21,21,20,21
29/03/2016,Ashdod,18,17,17,18,18,19,19,17,18
29/03/2016,Beer Sheva,17,16,16,18,17,19,19,18,18
29/03/2016,Bet Shean,21,21,21,24,23,24,23,22,22
29/03/2016,Elat,25,18,18,21,21,23,23,20,19
29/03/2016,En Gedi,24,20,21,22,22,23,23,23,23
29/03/2016,Haifa,17,18,18,18,18,19,18,17,18
29/03/2016,Jerusalem,12,13,13,15,16,15,16,15,15
29/03/2016,Lod,19,18,17,18,19,20,20,18,18
29/03/2016,Mizpe Ramon,16,21,21,15,15,16,15,15,15
29/03/2016,Nazareth,15,15,16,18,17,19,19,17,17
29/03/2016,Qazrin,15,18,16,17,17,17,17,16,17
29/03/2016,Tel Aviv,18,18,18,19,19,20,20,18,18
29/03/2016,Tiberias,22,20,20,20,21,23,22,17,17
29/03/2016,Zefat,10,16,16,16,16,15,15,16,17
30/03/2016,Afula,21,20,20,22,21,22,21,22,22
30/03/2016,Ashdod,19,18,17,18,18,19,19,17,18
30/03/2016,Beer Sheva,19,19,19,20,19,22,22,20,19
30/03/2016,Bet Shean,22,22,23,24,24,25,25,24,23
30/03/2016,Elat,24,20,20,23,23,25,25,22,21
30/03/2016,En Gedi,25,21,21,23,22,22,24,23,23
30/03/2016,Haifa,17,19,18,19,18,20,18,18,17
30/03/2016,Jerusalem,14,16,16,18,18,17,18,18,17
30/03/2016,Lod,19,19,19,20,19,20,20,20,19
30/03/2016,Mizpe Ramon,16,24,24,17,17,18,18,18,17
30/03/2016,Nazareth,17,18,17,18,17,19,19,19,19
30/03/2016,Qazrin,16,17,17,18,18,17,18,19,18
30/03/2016,Tel Aviv,19,19,19,20,19,19,20,20,19
30/03/2016,Tiberias,23,21,21,21,21,20,20,19,19
30/03/2016,Zefat,12,17,17,17,16,16,17,19,18
31/03/2016,Afula,21,23,23,23,23,23,23,25,25
31/03/2016,Ashdod,19,20,19,19,19,19,20,18,19
31/03/2016,Beer Sheva,21,21,20,22,23,24,24,22,21
31/03/2016,Bet Shean,23,26,26,27,28,26,27,27,26
31/03/2016,Elat,25,22,22,25,26,26,26,23,23
31/03/2016,En Gedi,25,24,24,25,26,25,26,25,25
31/03/2016,Haifa,18,19,19,19,20,18,18,19,19
31/03/2016,Jerusalem,16,19,19,21,21,20,21,21,21
31/03/2016,Lod,19,22,21,22,23,23,23,22,21
31/03/2016,Mizpe Ramon,17,24,24,20,21,20,22,20,20
31/03/2016,Nazareth,19,20,20,21,21,23,22,22,21
31/03/2016,Qazrin,19,21,20,21,22,21,22,21,21
31/03/2016,Tel Aviv,19,21,20,22,22,20,21,22,21
31/03/2016,Tiberias,23,24,23,23,25,24,24,22,21
31/03/2016,Zefat,14,21,21,21,21,20,19,21,21
01/04/2016,Afula,24,26,26,27,27,26,27,27,27
01/04/2016,Ashdod,20,21,21,20,20,22,21,23,22
01/04/2016,Beer Sheva,24,25,25,25,27,27,26,26,26
01/04/2016,Bet Shean,27,28,27,28,29,30,30,29,28
01/04/2016,Elat,27,29,29,30,30,30,30,28,27
01/04/2016,En Gedi,27,26,25,29,29,28,29,28,27
01/04/2016,Haifa,19,24,24,22,23,21,22,22,22
01/04/2016,Jerusalem,19,21,21,23,23,22,23,23,23
01/04/2016,Lod,22,26,25,27,27,25,26,27,26
01/04/2016,Mizpe Ramon,20,25,25,24,24,24,25,22,22
01/04/2016,Nazareth,22,24,23,24,23,24,25,23,23
01/04/2016,Qazrin,22,24,23,24,24,23,23,23,23
01/04/2016,Tel Aviv,20,24,24,26,25,24,24,27,26
01/04/2016,Tiberias,26,26,26,27,26,26,26,23,23
01/04/2016,Zefat,18,23,23,23,23,20,21,23,23
02/04/2016,Afula,28,27,27,29,29,29,29,29,29
02/04/2016,Ashdod,21,25,25,23,21,21,20,28,26
02/04/2016,Beer Sheva,29,27,27,30,29,30,30,28,28
02/04/2016,Bet Shean,30,29,29,30,30,31,32,31,31
02/04/2016,Elat,32,30,30,33,32,32,32,30,30
02/04/2016,En Gedi,32,27,27,31,31,30,32,30,30
02/04/2016,Haifa,25,27,27,27,27,24,24,27,27
02/04/2016,Jerusalem,22,23,23,25,25,24,25,24,24
02/04/2016,Lod,29,28,28,29,29,28,28,28,28
02/04/2016,Mizpe Ramon,23,27,27,26,26,25,26,25,25
02/04/2016,Nazareth,25,25,25,25,25,27,27,24,24
02/04/2016,Qazrin,25,26,27,26,26,25,25,24,24
02/04/2016,Tel Aviv,27,28,27,28,26,26,26,28,28
02/04/2016,Tiberias,29,28,28,28,28,28,29,24,24
02/04/2016,Zefat,19,24,24,24,24,22,23,24,24
03/04/2016,Afula,29,29,28,30,30,30,28,30,30
03/04/2016,Ashdod,23,23,23,21,21,20,19,24,23
03/04/2016,Beer Sheva,31,29,28,28,28,30,29,29,28
03/04/2016,Bet Shean,32,31,31,31,32,32,33,32,32
03/04/2016,Elat,34,30,30,32,33,32,32,31,29
03/04/2016,En Gedi,32,29,29,31,31,31,30,31,31
03/04/2016,Haifa,27,26,26,24,24,25,22,25,24
03/04/2016,Jerusalem,25,25,24,27,27,25,27,26,26
03/04/2016,Lod,29,28,27,26,26,30,26,28,26
03/04/2016,Mizpe Ramon,25,30,30,27,27,26,26,26,26
03/04/2016,Nazareth,27,26,27,27,27,27,29,27,26
03/04/2016,Qazrin,26,28,28,28,28,26,27,27,26
03/04/2016,Tel Aviv,27,26,27,25,24,28,24,28,26
03/04/2016,Tiberias,31,30,29,29,29,29,31,27,26
03/04/2016,Zefat,21,26,26,26,26,24,26,27,26
04/04/2016,Afula,30,30,30,29,29,31,28,31,30
04/04/2016,Ashdod,22,21,21,21,21,20,18,19,21
04/04/2016,Beer Sheva,30,27,27,26,26,30,26,26,25
04/04/2016,Bet Shean,33,33,33,33,34,34,29,33,32
04/04/2016,Elat,34,31,31,32,32,32,29,31,30
04/04/2016,En Gedi,32,30,30,29,30,31,27,32,31
04/04/2016,Haifa,25,25,25,24,24,26,27,23,22
04/04/2016,Jerusalem,25,25,25,27,28,27,25,28,27
04/04/2016,Lod,28,25,25,25,25,30,26,25,24
04/04/2016,Mizpe Ramon,26,30,30,26,25,28,25,27,26
04/04/2016,Nazareth,29,27,28,26,26,29,27,29,28
04/04/2016,Qazrin,28,30,30,28,29,28,26,29,27
04/04/2016,Tel Aviv,27,24,24,22,23,26,24,23,24
04/04/2016,Tiberias,33,31,31,30,30,31,29,29,28
04/04/2016,Zefat,22,28,28,27,27,25,24,29,27
05/04/2016,Afula,30,29,29,29,30,32,31,30,28
05/04/2016,Ashdod,21,27,25,22,22,22,24,19,19
05/04/2016,Beer Sheva,30,31,30,31,30,33,32,30,28
05/04/2016,Bet Shean,34,30,31,32,33,35,34,32,30
05/04/2016,Elat,35,29,29,29,29,29,26,32,32
05/04/2016,En Gedi,33,28,28,30,29,31,32,32,32
05/04/2016,Haifa,25,25,24,25,25,27,25,21,19
05/04/2016,Jerusalem,27,26,26,27,27,27,27,26,27
05/04/2016,Lod,24,28,28,27,27,33,29,25,24
05/04/2016,Mizpe Ramon,27,31,30,28,28,27,28,29,28
05/04/2016,Nazareth,28,27,26,26,26,31,31,28,28
05/04/2016,Qazrin,29,27,27,26,26,29,28,27,27
05/04/2016,Tel Aviv,22,26,26,26,25,30,27,23,22
05/04/2016,Tiberias,33,28,29,29,29,33,32,28,28
05/04/2016,Zefat,24,26,25,26,26,27,26,27,27
06/04/2016,Afula,29,29,29,28,28,29,29,30,29
06/04/2016,Ashdod,22,19,22,21,21,20,19,22,19
06/04/2016,Beer Sheva,34,27,27,26,26,30,28,26,25
06/04/2016,Bet Shean,31,33,32,32,30,33,33,32,31
06/04/2016,Elat,31,31,31,33,33,31,31,32,32
06/04/2016,En Gedi,31,30,29,30,30,31,32,33,33
06/04/2016,Haifa,25,24,24,24,23,24,24,24,22
06/04/2016,Jerusalem,28,25,25,24,25,26,25,25,26
06/04/2016,Lod,30,27,27,25,24,28,27,25,23
06/04/2016,Mizpe Ramon,28,29,28,24,25,28,26,26,27
06/04/2016,Nazareth,28,27,26,25,24,29,27,29,29
06/04/2016,Qazrin,27,30,29,27,26,28,28,29,28
06/04/2016,Tel Aviv,26,25,24,23,23,25,24,25,23
06/04/2016,Tiberias,29,30,29,30,29,31,30,29,29
06/04/2016,Zefat,23,28,28,27,27,27,25,29,28
07/04/2016,Afula,29,28,28,27,28,26,28,29,28
07/04/2016,Ashdod,22,19,22,21,21,20,19,21,19
07/04/2016,Beer Sheva,28,29,29,27,28,29,29,29,27
07/04/2016,Bet Shean,32,31,32,31,31,30,32,31,30
07/04/2016,Elat,34,31,31,33,33,33,34,31,31
07/04/2016,En Gedi,31,29,28,29,29,30,31,32,31
07/04/2016,Haifa,26,24,24,24,24,23,23,22,21
07/04/2016,Jerusalem,25,25,25,26,26,25,25,26,25
07/04/2016,Lod,24,26,27,26,26,24,26,26,23
07/04/2016,Mizpe Ramon,26,28,28,27,27,26,26,28,27
07/04/2016,Nazareth,27,25,25,23,23,23,25,28,28
07/04/2016,Qazrin,28,28,28,25,25,25,27,27,26
07/04/2016,Tel Aviv,22,23,24,24,24,22,23,26,23
07/04/2016,Tiberias,33,28,29,27,29,28,29,28,28
07/04/2016,Zefat,26,27,27,26,26,24,27,27,26
08/04/2016,Afula,28,32,32,31,31,31,31,33,32
08/04/2016,Ashdod,22,28,27,24,25,25,25,27,28
08/04/2016,Beer Sheva,30,33,33,34,34,35,35,33,33
08/04/2016,Bet Shean,32,34,34,34,34,35,34,35,33
08/04/2016,Elat,34,35,34,36,36,36,36,35,34
08/04/2016,En Gedi,29,31,30,31,31,32,31,33,33
08/04/2016,Haifa,25,29,27,28,26,27,26,29,28
08/04/2016,Jerusalem,25,29,28,30,30,29,31,30,30
08/04/2016,Lod,26,32,31,30,30,32,29,31,30
08/04/2016,Mizpe Ramon,28,28,28,32,32,30,31,31,31
08/04/2016,Nazareth,23,31,31,28,28,30,30,29,30
08/04/2016,Qazrin,27,30,30,28,28,28,29,29,29
08/04/2016,Tel Aviv,24,29,28,28,28,28,28,30,30
08/04/2016,Tiberias,29,32,32,31,30,30,30,30,30
08/04/2016,Zefat,24,29,29,27,28,27,27,29,29
09/04/2016,Afula,33,35,34,35,30,34,35,35,35
09/04/2016,Ashdod,24,33,35,28,32,27,28,28,33
09/04/2016,Beer Sheva,36,35,36,34,32,37,38,37,37
09/04/2016,Bet Shean,34,35,34,34,32,37,38,37,37
09/04/2016,Elat,37,34,34,35,32,37,35,36,37
09/04/2016,En Gedi,31,35,33,35,31,35,35,34,37
09/04/2016,Haifa,30,34,34,32,30,31,34,33,32
09/04/2016,Jerusalem,29,31,31,31,28,32,34,34,34
09/04/2016,Lod,34,36,36,35,32,36,36,36,37
09/04/2016,Mizpe Ramon,31,29,29,32,31,32,32,34,34
09/04/2016,Nazareth,31,34,32,30,25,33,33,32,33
09/04/2016,Qazrin,30,32,32,31,26,30,31,32,33
09/04/2016,Tel Aviv,31,35,35,36,34,35,36,34,37
09/04/2016,Tiberias,32,33,33,30,26,32,33,32,33
09/04/2016,Zefat,26,30,30,27,24,28,29,32,33
10/04/2016,Afula,33,31,29,27,27,28,28,31,29
10/04/2016,Ashdod,33,21,25,22,21,22,22,24,23
10/04/2016,Beer Sheva,37,31,30,28,27,30,30,30,27
10/04/2016,Bet Shean,35,34,32,31,30,33,33,33,31
10/04/2016,Elat,36,34,33,34,34,32,35,34,33
10/04/2016,En Gedi,38,33,33,33,32,31,32,36,34
10/04/2016,Haifa,32,25,27,24,24,24,23,25,22
10/04/2016,Jerusalem,30,28,27,27,25,27,29,27,24
10/04/2016,Lod,36,30,28,26,25,27,28,28,26
10/04/2016,Mizpe Ramon,30,32,32,27,26,28,28,30,27
10/04/2016,Nazareth,28,27,27,26,25,27,27,24,26
10/04/2016,Qazrin,29,29,29,26,26,28,28,27,26
10/04/2016,Tel Aviv,36,26,27,24,25,25,26,26,26
10/04/2016,Tiberias,31,31,30,28,28,30,29,28,26
10/04/2016,Zefat,27,28,27,27,24,26,26,27,26
11/04/2016,Afula,31,27,27,27,28,27,25,27,29
11/04/2016,Ashdod,23,20,24,20,21,20,19,20,22
11/04/2016,Beer Sheva,32,27,29,27,30,27,29,27,28
11/04/2016,Bet Shean,35,29,30,29,32,29,30,29,30
11/04/2016,Elat,36,30,30,30,33,30,34,30,30
11/04/2016,En Gedi,35,28,28,28,30,28,28,28,31
11/04/2016,Haifa,27,24,25,24,22,24,22,24,22
11/04/2016,Jerusalem,28,23,24,23,26,23,26,23,24
11/04/2016,Lod,31,26,27,26,26,26,25,26,26
11/04/2016,Mizpe Ramon,29,30,27,27,28,25,27,27.33,25
11/04/2016,Nazareth,30,24,25,24,21,24,23,24,26
11/04/2016,Qazrin,30,24,26,24,26,24,24,24,25
11/04/2016,Tel Aviv,31,25,25,25,23,25,24,25,26
11/04/2016,Tiberias,32,26,27,26,27,26,26,26,26
11/04/2016,Zefat,26,24,24,24,25,24,23,24,25
12/04/2016,Afula,27,19,18,19,18,21,18,21,18
12/04/2016,Ashdod,22,18,18,18,18,20,18,17,18
12/04/2016,Beer Sheva,29,19,19,19,19,22,19,20,19
12/04/2016,Bet Shean,31,22,21,24,21,24,21,23,21
12/04/2016,Elat,31,26,26,26,26,29,26,25,26
12/04/2016,En Gedi,31,25,24,26,24,23,24,24,24
12/04/2016,Haifa,23,18,17,18,17,18,17,17,17
12/04/2016,Jerusalem,24,16,15,16,15,17,15,16,15
12/04/2016,Lod,26,18,18,18,18,20,18,16,18
12/04/2016,Mizpe Ramon,26,24,27,20,19,19,19,20,21.67
12/04/2016,Nazareth,23,17,17,16,17,20,17,17,17
12/04/2016,Qazrin,25,18,17,16,17,19,17,15,17
12/04/2016,Tel Aviv,22,19,18,18,18,20,18,16,18
12/04/2016,Tiberias,27,20,18,18,18,22,18,17,18
12/04/2016,Zefat,22,17,16,16,16,16,16,15,16
13/04/2016,Afula,22,18,19,18,18,21,19,20,20
13/04/2016,Ashdod,20,18,18,19,19,21,18,18,17
13/04/2016,Beer Sheva,20,18,19,19,19,21,19,19,19
13/04/2016,Bet Shean,22,19,20,17,18,25,20,22,22
13/04/2016,Elat,29,22,22,24,24,27,22.67,21,22
13/04/2016,En Gedi,24,22,23,19,19,24,21,22,21
13/04/2016,Haifa,19,18,18,16,17,18,16,17,13
13/04/2016,Jerusalem,14,15,15,15,15,16,14.67,16,14
13/04/2016,Lod,21,19,19,16,17,21,17.67,18,17
13/04/2016,Mizpe Ramon,19,23,22,15,17,17,18.67,17,17
13/04/2016,Nazareth,18,16,17,15,15,19,16.33,18,17
13/04/2016,Qazrin,16,15,17,15,14,17,15.67,16,16
13/04/2016,Tel Aviv,18,19,19,19,20,20,18.67,18,17
13/04/2016,Tiberias,21,19,19,17,19,20,18.33,18,17
13/04/2016,Zefat,14,16,16,15,14,15,15.33,16,16
14/04/2016,Afula,19,22,22,23,24,22,22,24,25
14/04/2016,Ashdod,21,19,20,20,20,21,19,19,20
14/04/2016,Beer Sheva,20,21,22,23,22,23,23,22,22
14/04/2016,Bet Shean,20,24,25,26,27,26,26,26,25
14/04/2016,Elat,24,24,25,25,26,27,29,24,25
14/04/2016,En Gedi,24,24,24,25,26,27,27,25,26
14/04/2016,Haifa,19,20,20,21,21,20,20,20,20
14/04/2016,Jerusalem,15,18,18,19,19,18,19,19,19
14/04/2016,Lod,21,21,21,22,22,22,22,21,21
14/04/2016,Mizpe Ramon,16,24,24,19,19,20,21,20,20
14/04/2016,Nazareth,18,19,19,20,20,20,20,21,21
14/04/2016,Qazrin,17,20,21,21,21,20,20,21,21
14/04/2016,Tel Aviv,20,21,21,22,23,21,21,21,21
14/04/2016,Tiberias,21,24,23,24,24,23,24,21,21
14/04/2016,Zefat,12,20,20,19,20,18,18,22,21
15/04/2016,Afula,24,25,25,25,25,25,24,27,27
15/04/2016,Ashdod,22,20,23,21,22,22,19,22,21
15/04/2016,Beer Sheva,23,25,25,27,27,27,28,26,26
15/04/2016,Bet Shean,26,29,29,30,31,29,29,29,29
15/04/2016,Elat,27,27,28,30,31,30,31,28,28
15/04/2016,En Gedi,28,26,26,28,29,28,29,29,29
15/04/2016,Haifa,20,23,23,22,22,22,19,22,22
15/04/2016,Jerusalem,18,22,22,24,23,23,23,23,23
15/04/2016,Lod,22,24,24,25,25,24,24,24,23
15/04/2016,Mizpe Ramon,19,26,26,25,25,24,26,24,24
15/04/2016,Nazareth,20,23,23,22,22,22,22,25,25
15/04/2016,Qazrin,21,23,24,23,23,22,22,23,24
15/04/2016,Tel Aviv,21,24,24,25,25,23,23,24,23
15/04/2016,Tiberias,27,26,26,27,27,24,25,25,25
15/04/2016,Zefat,17,24,24,22,22,22,22,23,24
16/04/2016,Afula,27,29,29,30,30,27,27,30,30
16/04/2016,Ashdod,23,21,25,23,23,24,20,25,25
16/04/2016,Beer Sheva,27,30,30,31,30,31,31,31,30
16/04/2016,Bet Shean,29,32,32,33,33,31,32,33,32
16/04/2016,Elat,32,32,32,35,34,34,34,32,32
16/04/2016,En Gedi,30,28,28,30,30,31,30,32,32
16/04/2016,Haifa,22,26,26,25,25,24,24,26,25
16/04/2016,Jerusalem,22,26,26,28,28,27,27,28,27
16/04/2016,Lod,25,28,28,27,27,27,26,27,27
16/04/2016,Mizpe Ramon,23,28,28,29,29,28,28,28,28
16/04/2016,Nazareth,23,26,26,25,25,25,25,28,28
16/04/2016,Qazrin,25,26,28,26,25,25,26,27,26
16/04/2016,Tel Aviv,23,27,26,27,27,26,25,27,27
16/04/2016,Tiberias,30,29,29,29,29,27,27,28,28
16/04/2016,Zefat,21,27,27,26,26,25,26,27,26
17/04/2016,Afula,31,28,29,29,29,27,27,30,30
17/04/2016,Ashdod,23,25,25,23,23,24,20,24,24
17/04/2016,Beer Sheva,33,29,30,30,30,30,30,29,29
17/04/2016,Bet Shean,34,32,32,33,33,32,31,33,33
17/04/2016,Elat,36,33,33,36,35,35,36,34,33
17/04/2016,En Gedi,31,31,31,32,31,32,31,34,33
17/04/2016,Haifa,26,23,26,25,25,24,23,24,24
17/04/2016,Jerusalem,27,25,26,27,27,26,27,27,26
17/04/2016,Lod,29,27,28,28,27,27,26,28,27
17/04/2016,Mizpe Ramon,27,31,30,29,29,29,28,30,29
17/04/2016,Nazareth,26,25,25,25,25,26,26,29,29
17/04/2016,Qazrin,27,26,29,26,26,27,27,28,27
17/04/2016,Tel Aviv,26,26,25,27,27,26,24,28,27
17/04/2016,Tiberias,33,29,30,29,29,28,28,29,29
17/04/2016,Zefat,25,26,27,26,26,25,25,28,27
18/04/2016,Afula,30,29,29,28,28,27,26,32,30
18/04/2016,Ashdod,24,22,22,22,21,21,19,23,21
18/04/2016,Beer Sheva,31,28,28,28,27,29,28,27,26
18/04/2016,Bet Shean,34,33,33,35,35,32,32,34,32
18/04/2016,Elat,36,32,32,34,35,35,34,32,32
18/04/2016,En Gedi,32,31,31,32,32,33,32,31,32
18/04/2016,Haifa,26,25,23,24,24,24,23,23,22
18/04/2016,Jerusalem,26,26,26,30,30,27,26,29,27
18/04/2016,Lod,30,25,25,27,26,26,25,26,24
18/04/2016,Mizpe Ramon,28,32,32,28,28,28,28,29,28
18/04/2016,Nazareth,26,26,23,27,27,28,27,30,29
18/04/2016,Qazrin,28,30,30,29,29,27,27,29,28
18/04/2016,Tel Aviv,25,24,23,25,25,25,23,26,23
18/04/2016,Tiberias,32,30,31,31,31,29,28,30,29
18/04/2016,Zefat,25,29,29,28,29,27,28,29,28
19/04/2016,Afula,30,33,34,35,35,29,31,34,34
19/04/2016,Ashdod,22,24,23,23,23,22,21,25,24
19/04/2016,Beer Sheva,31,33,32,31,31,31,31,32,29
19/04/2016,Bet Shean,35,35,35,38,37,37,38,37,36
19/04/2016,Elat,35,36,36,39,39,36,37,36,36
19/04/2016,En Gedi,34,34,34,37,37,36,37,36,37
19/04/2016,Haifa,25,30,29,30,28,26,25,28,28
19/04/2016,Jerusalem,28,30,30,31,31,30,30,31,30
19/04/2016,Lod,26,29,29,29,29,29,28,31,30
19/04/2016,Mizpe Ramon,28,32,32,32,32,30,30,30,30
19/04/2016,Nazareth,27,31,31,31,31,31,32,30,31
