,Validity_date,City,Persist_value_humidity,EC_humidity_1,EC_humidity_2,C3_humidity_1,C3_humidity_2,Persist_value_maxTemp,EC_maxTemp_1,EC_maxTemp_2,CO_maxTemp_1,CO_maxTemp_2,C3_maxTemp_1,C3_maxTemp_2,OH_maxTemp_1,OH_maxTemp_2,Persist_value_minTemp,EC_minTemp_1,EC_minTemp_2,CO_minTemp_1,CO_minTemp_2,C3_minTemp_1,C3_minTemp_2,OH_minTemp_1,OH_minTemp_2,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
495,2016-02-04,Afula,45,30.0,29,28.0,28,21,20.0,21,20.0,20.0,20.0,20.0,24.0,24.0,4.0,7.0,8.0,12.0,11.0,10.0,9.0,9.0,10.0,7,10.0,10,13.0,14.0,18.0,16.0,13.0,13.0
496,2016-02-04,Ashdod,70,63.0,65,64.0,74,19,18.0,18,19.0,19.0,18.0,20.0,18.0,18.0,10.0,12.0,12.0,13.0,13.0,11.0,11.0,11.0,11.0,13,5.0,6,6.0,5.0,8.0,7.0,6.0,5.0
497,2016-02-04,Beer Sheva,36,33.0,32,20.0,21,21,20.0,20,22.0,22.0,21.0,22.0,21.0,21.0,5.0,9.0,10.0,11.0,11.0,12.0,13.0,9.0,10.0,7,9.0,9,10.0,10.0,16.0,16.0,11.0,11.0
498,2016-02-04,Bet Shean,52,33.0,32,25.0,24,23,22.0,21,22.0,22.0,21.0,21.0,23.0,24.0,5.0,8.0,7.0,11.0,11.0,10.0,10.0,11.0,11.0,7,6.0,4,6.0,6.0,4.0,4.0,13.0,14.0
499,2016-02-04,Elat,33,12.0,12,26.0,24,23,24.0,24,24.0,24.0,23.0,24.0,24.0,24.0,12.0,6.0,6.0,14.0,13.0,14.0,14.0,11.0,12.0,10,5.0,5,4.0,4.0,10.0,6.0,3.0,3.0
500,2016-02-04,En Gedi,44,40.0,39,30.0,25,24,19.0,20,23.0,23.0,21.0,23.0,24.0,24.0,15.0,9.0,9.0,17.0,17.0,14.0,15.0,15.0,15.0,18,6.0,7,9.0,10.0,13.0,11.0,5.0,4.0
501,2016-02-04,Haifa,46,31.0,30,32.0,31,19,20.0,20,20.0,18.0,18.0,18.0,21.0,21.0,11.0,12.0,12.0,13.0,12.0,10.0,10.0,13.0,13.0,7,16.0,15,15.0,15.0,23.0,24.0,19.0,21.0
502,2016-02-04,Jerusalem,47,37.0,36,29.0,33,16,17.0,17,16.0,16.0,15.0,15.0,18.0,18.0,7.0,7.0,7.0,10.0,10.0,8.0,8.0,11.0,11.0,8,7.0,8,10.0,10.0,12.0,12.0,8.0,9.0
503,2016-02-04,Lod,31,30.0,29,24.0,26,22,22.0,22,21.0,21.0,22.0,22.0,22.0,23.0,7.0,10.0,11.0,13.0,13.0,10.0,11.0,10.0,10.0,5,13.0,12,8.0,8.0,12.0,16.0,12.0,12.0
504,2016-02-04,Mizpe Ramon,43,27.0,28,25.0,26,15,18.0,18,18.0,18.0,16.0,16.0,18.0,18.0,7.0,7.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,7,10.0,8,8.0,6.0,11.0,13.0,3.0,10.0
505,2016-02-04,Nazareth,42,27.0,26,26.0,24,18,20.0,20,18.0,17.0,18.0,18.0,18.0,19.0,9.0,10.0,11.0,12.0,12.0,8.0,9.0,11.0,10.0,10,14.0,13,15.0,15.0,18.0,19.0,20.0,21.0
506,2016-02-04,Qazrin,47,26.0,27,24.0,23,19,20.0,20,18.0,18.0,17.0,18.0,18.0,19.0,5.0,8.0,8.0,11.0,10.0,9.0,9.0,11.0,7.0,11,10.0,10,13.0,13.0,18.0,18.0,10.0,12.0
507,2016-02-04,Tel Aviv,57,28.0,24,24.0,25,21,24.0,23,23.0,23.0,23.0,23.0,22.0,23.0,9.0,8.0,9.0,12.0,12.0,11.0,11.0,12.0,10.0,9,6.0,8,7.0,8.0,6.0,7.0,2.0,5.0
508,2016-02-04,Tiberias,59,33.0,34,23.0,21,20,20.0,20,20.0,20.0,20.0,20.0,18.0,19.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,7,9.0,9,6.0,6.0,9.0,10.0,11.0,12.0
509,2016-02-04,Zefat,50,28.0,29,27.0,25,14,19.0,19,16.0,16.0,14.0,15.0,18.0,19.0,6.0,7.0,7.0,10.0,10.0,9.0,9.0,11.0,11.0,14,8.0,8,9.0,9.0,13.0,13.0,11.0,12.0
510,2016-02-05,Afula,30,33.0,33,31.0,30,23,21.0,21,20.0,20.0,19.0,20.0,23.0,23.0,4.0,9.0,9.0,11.0,11.0,9.0,8.0,12.0,13.0,11,7.0,7,8.0,7.0,9.0,13.0,8.0,5.0
511,2016-02-05,Ashdod,72,64.0,63,55.0,54,22,19.0,19,18.0,17.0,20.0,21.0,21.0,21.0,9.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,6,12.0,12,9.0,8.0,12.0,9.0,9.0,8.0
512,2016-02-05,Beer Sheva,25,34.0,32,22.0,19,24,23.0,23,20.0,19.0,21.0,22.0,23.0,23.0,7.0,10.0,10.0,13.0,13.0,12.0,13.0,12.0,14.0,10,11.0,11,11.0,12.0,16.0,16.0,9.0,8.0
513,2016-02-05,Bet Shean,38,39.0,39,27.0,27,24,22.0,22,21.0,21.0,21.0,22.0,25.0,24.0,6.0,8.0,8.0,10.0,10.0,12.0,12.0,13.0,14.0,8,4.0,3,4.0,3.0,5.0,7.0,8.0,8.0
514,2016-02-05,Elat,23,16.0,16,15.0,17,28,25.0,25,26.0,23.0,26.0,25.0,24.0,26.0,12.0,8.0,8.0,15.0,15.0,14.0,14.0,15.0,15.0,6,7.0,7,7.0,8.0,8.0,7.0,5.0,9.0
515,2016-02-05,En Gedi,26,41.0,43,33.0,29,27,21.0,21,22.0,21.0,19.0,19.0,24.0,24.0,17.0,12.0,13.0,16.0,16.0,13.0,13.0,16.0,17.0,11,5.0,5,2.0,2.0,6.0,5.0,3.0,3.0
516,2016-02-05,Haifa,29,37.0,37,36.0,33,21,20.0,20,20.0,20.0,19.0,19.0,22.0,22.0,11.0,13.0,13.0,13.0,13.0,10.0,10.0,16.0,16.0,15,17.0,17,14.0,13.0,19.0,20.0,17.0,15.0
517,2016-02-05,Jerusalem,30,36.0,34,26.0,24,18,20.0,20,19.0,19.0,19.0,19.0,21.0,21.0,9.0,8.0,8.0,11.0,11.0,9.0,9.0,11.0,12.0,10,6.0,6,4.0,4.0,17.0,17.0,8.0,6.0
518,2016-02-05,Lod,21,43.0,45,27.0,28,24,22.0,23,20.0,20.0,20.0,20.0,22.0,21.0,8.0,12.0,12.0,16.0,16.0,12.0,15.0,14.0,16.0,12,10.0,10,7.0,8.0,10.0,10.0,10.0,11.0
519,2016-02-05,Mizpe Ramon,21,14.0,17,21.0,18,19,22.0,22,21.0,20.0,21.0,20.0,21.0,21.0,7.0,7.0,13.0,13.0,13.0,11.0,11.0,12.0,12.0,8,9.0,9,6.0,9.0,12.0,12.0,10.0,11.0
520,2016-02-05,Nazareth,29,29.0,29,33.0,33,19,21.0,21,18.0,18.0,17.0,18.0,20.0,20.0,10.0,11.0,12.0,11.0,12.0,10.0,11.0,12.0,13.0,29,13.0,13,15.0,14.0,17.0,17.0,12.0,11.0
521,2016-02-05,Qazrin,30,27.0,28,32.0,33,21,21.0,21,19.0,19.0,17.0,17.0,19.0,20.0,10.0,10.0,10.0,11.0,12.0,10.0,11.0,11.0,10.0,24,10.0,10,14.0,14.0,17.0,17.0,10.0,7.0
522,2016-02-05,Tel Aviv,24,43.0,44,40.0,37,24,21.0,22,20.0,19.0,20.0,20.0,22.0,21.0,13.0,11.0,12.0,13.0,13.0,12.0,13.0,14.0,16.0,9,7.0,7,7.0,8.0,8.0,7.0,10.0,7.0
523,2016-02-05,Tiberias,32,25.0,26,33.0,43,24,22.0,22,20.0,20.0,19.0,20.0,20.0,20.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,12.0,13.0,15,9.0,9,4.0,5.0,13.0,11.0,9.0,9.0
524,2016-02-05,Zefat,38,30.0,30,38.0,37,15,20.0,19,16.0,16.0,14.0,14.0,19.0,20.0,8.0,10.0,9.0,10.0,10.0,8.0,9.0,13.0,13.0,24,8.0,8,7.0,8.0,13.0,12.0,10.0,10.0
525,2016-02-06,Afula,30,82.0,83,58.0,59,24,14.0,13,14.0,14.0,16.0,16.0,16.0,16.0,9.0,11.0,11.0,13.0,12.0,10.0,11.0,12.0,12.0,13,12.0,12,16.0,13.0,13.0,13.0,18.0,20.0
526,2016-02-06,Ashdod,62,67.0,78,67.0,68,22,15.0,16,15.0,15.0,16.0,16.0,15.0,16.0,11.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,14.0,12,24.0,24,26.0,26.0,24.0,25.0,25.0,28.0
527,2016-02-06,Beer Sheva,22,56.0,60,36.0,39,26,15.0,15,16.0,15.0,17.0,17.0,16.0,16.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,8,15.0,15,17.0,20.0,18.0,18.0,20.0,18.0
528,2016-02-06,Bet Shean,34,77.0,81,62.0,55,24,15.0,16,18.0,16.0,20.0,21.0,17.0,18.0,10.0,11.0,10.0,12.0,13.0,10.0,12.0,15.0,14.0,9,10.0,10,15.0,9.0,11.0,13.0,18.0,16.0
529,2016-02-06,Elat,19,28.0,29,23.0,23,25,18.0,18,20.0,20.0,22.0,22.0,19.0,18.0,12.0,11.0,11.0,12.0,13.0,13.0,14.0,13.0,13.0,6,8.0,8,6.0,7.0,7.0,12.0,8.0,7.0
530,2016-02-06,En Gedi,27,40.0,42,31.0,28,24,19.0,19,21.0,20.0,22.0,22.0,22.0,21.0,14.0,12.0,11.0,15.0,16.0,15.0,16.0,17.0,17.0,10,9.0,10,9.0,11.0,20.0,17.0,22.0,23.0
531,2016-02-06,Haifa,32,88.0,86,68.0,75,22,14.0,13,15.0,15.0,16.0,15.0,16.0,15.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,11.0,15.0,17,17.0,16,24.0,26.0,21.0,21.0,23.0,25.0
532,2016-02-06,Jerusalem,25,72.0,84,55.0,47,22,12.0,12,12.0,11.0,12.0,12.0,11.0,11.0,11.0,8.0,9.0,9.0,8.0,7.0,8.0,10.0,10.0,13,17.0,17,21.0,23.0,21.0,24.0,21.0,21.0
533,2016-02-06,Lod,25,78.0,85,49.0,58,25,14.0,14,14.0,13.0,17.0,17.0,13.0,14.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,10,14.0,14,15.0,13.0,17.0,17.0,15.0,18.0
534,2016-02-06,Mizpe Ramon,20,30.0,42,33.0,38,24,15.0,15,13.0,13.0,14.0,14.0,14.0,13.0,11.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,12,16.0,15,14.0,16.0,18.0,20.0,17.0,19.0
535,2016-02-06,Nazareth,26,89.0,88,64.0,66,21,13.0,13,12.0,11.0,14.0,14.0,12.0,11.0,12.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,24,11.0,10,16.0,12.0,17.0,12.0,18.0,17.0
536,2016-02-06,Qazrin,27,87.0,92,78.0,70,22,12.0,13,12.0,11.0,13.0,13.0,11.0,11.0,12.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,25,10.0,12,15.0,11.0,13.0,13.0,14.0,16.0
537,2016-02-06,Tel Aviv,31,75.0,85,67.0,72,25,15.0,14,15.0,14.0,17.0,16.0,13.0,14.0,11.0,12.0,12.0,12.0,13.0,12.0,11.0,12.0,12.0,10,14.0,14,17.0,18.0,16.0,20.0,24.0,26.0
538,2016-02-06,Tiberias,25,83.0,86,53.0,57,25,13.0,13,15.0,13.0,17.0,17.0,12.0,11.0,17.0,11.0,11.0,12.0,13.0,11.0,12.0,11.0,11.0,11,8.0,11,14.0,8.0,11.0,15.0,15.0,17.0
539,2016-02-06,Zefat,31,84.0,88,58.0,67,18,13.0,12,11.0,10.0,11.0,10.0,11.0,11.0,8.0,8.0,9.0,10.0,10.0,7.0,8.0,10.0,10.0,22,7.0,9,13.0,11.0,20.0,19.0,14.0,16.0
540,2016-02-07,Afula,81,70.0,66,72.0,76,17,14.0,14,13.0,13.0,12.0,13.0,18.0,17.0,10.0,9.0,9.0,11.0,11.0,10.0,11.0,10.0,10.0,16,7.0,8,8.0,9.0,11.0,6.0,9.0,10.0
541,2016-02-07,Ashdod,83,76.0,81,49.0,57,17,14.0,14,14.0,14.0,15.0,15.0,13.0,12.0,15.0,12.0,12.0,13.0,13.0,14.0,10.0,11.0,11.0,24,18.0,18,24.0,23.0,23.0,24.0,18.0,18.0
542,2016-02-07,Beer Sheva,42,71.0,82,39.0,43,17,11.0,11,13.0,12.0,13.0,13.0,11.0,11.0,12.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,15,14.0,12,16.0,15.0,17.0,17.0,15.0,17.0
543,2016-02-07,Bet Shean,77,70.0,77,51.0,62,19,14.0,13,14.0,13.0,15.0,14.0,17.0,17.0,12.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,13.0,20,7.0,7,11.0,10.0,13.0,9.0,9.0,12.0
544,2016-02-07,Elat,30,33.0,36,23.0,23,24,14.0,14,16.0,17.0,18.0,18.0,15.0,15.0,14.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,7,8.0,8,12.0,10.0,16.0,13.0,10.0,12.0
545,2016-02-07,En Gedi,28,58.0,62,38.0,48,24,15.0,15,17.0,16.0,17.0,16.0,17.0,18.0,18.0,12.0,12.0,13.0,14.0,12.0,12.0,14.0,13.0,15,11.0,10,8.0,8.0,21.0,33.0,21.0,24.0
546,2016-02-07,Haifa,78,75.0,83,63.0,79,15,13.0,14,14.0,14.0,12.0,12.0,15.0,13.0,12.0,10.0,10.0,11.0,12.0,12.0,11.0,10.0,10.0,16,5.0,10,9.0,8.0,8.0,10.0,13.0,5.0
547,2016-02-07,Jerusalem,61,80.0,81,64.0,72,11,10.0,10,8.0,9.0,8.0,7.0,10.0,9.0,9.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,6.0,16,13.0,13,19.0,18.0,21.0,23.0,16.0,20.0
548,2016-02-07,Lod,79,87.0,87,65.0,62,18,13.0,13,11.0,13.0,12.0,12.0,13.0,12.0,13.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,14,8.0,8,8.0,9.0,15.0,15.0,7.0,9.0
549,2016-02-07,Mizpe Ramon,39,45.0,52,38.0,35,14,11.0,11,10.0,10.0,11.0,11.0,10.0,10.0,8.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,13,17.0,17,14.0,17.0,26.0,20.0,16.0,17.0
550,2016-02-07,Nazareth,89,73.0,72,74.0,75,12,13.0,14,13.0,14.0,11.0,11.0,13.0,13.0,10.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,18,6.0,8,8.0,11.0,12.0,8.0,13.0,9.0
551,2016-02-07,Qazrin,95,79.0,78,84.0,83,13,12.0,12,10.0,11.0,9.0,9.0,13.0,12.0,11.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,17,11.0,11,8.0,8.0,13.0,13.0,13.0,9.0
552,2016-02-07,Tel Aviv,88,85.0,81,61.0,51,17,14.0,14,13.0,14.0,13.0,14.0,12.0,12.0,14.0,10.0,10.0,13.0,12.0,13.0,9.0,11.0,11.0,18,8.0,8,12.0,9.0,9.0,8.0,5.0,11.0
553,2016-02-07,Tiberias,80,74.0,76,77.0,81,17,13.0,13,12.0,13.0,13.0,15.0,13.0,13.0,14.0,9.0,9.0,11.0,11.0,10.0,10.0,9.0,9.0,13,8.0,7,6.0,6.0,17.0,16.0,8.0,9.0
554,2016-02-07,Zefat,95,78.0,77,97.0,85,8,12.0,12,11.0,12.0,6.0,6.0,13.0,12.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,8.0,8.0,33,5.0,7,6.0,5.0,10.0,11.0,8.0,9.0
555,2016-02-08,Afula,92,57.0,57,54.0,58,14,15.0,15,16.0,15.0,16.0,16.0,18.0,17.0,9.0,5.0,5.0,9.0,8.0,7.0,7.0,8.0,9.0,9,6.0,6,3.0,3.0,7.0,4.0,10.0,11.0
556,2016-02-08,Ashdod,87,76.0,77,78.0,76,15,14.0,15,15.0,16.0,15.0,16.0,14.0,14.0,13.0,12.0,11.0,10.0,10.0,9.0,8.0,9.0,11.0,18,10.0,10,13.0,14.0,16.0,16.0,12.0,8.0
557,2016-02-08,Beer Sheva,64,63.0,75,42.0,45,13,13.0,12,15.0,15.0,16.0,16.0,12.0,11.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,16,5.0,6,8.0,6.0,8.0,10.0,5.0,6.0
558,2016-02-08,Bet Shean,79,65.0,57,42.0,44,14,15.0,15,17.0,17.0,17.0,17.0,17.0,17.0,10.0,8.0,7.0,10.0,10.0,8.0,7.0,10.0,10.0,15,6.0,4,7.0,7.0,9.0,8.0,4.0,13.0
559,2016-02-08,Elat,27,36.0,40,29.0,28,19,17.0,16,18.0,18.0,19.0,20.0,16.0,16.0,12.0,6.0,6.0,11.0,11.0,10.0,9.0,9.0,10.0,6,10.0,9,11.0,10.0,13.0,11.0,8.0,8.0
560,2016-02-08,En Gedi,39,63.0,64,37.0,39,19,15.0,15,17.0,17.0,18.0,18.0,18.0,17.0,15.0,11.0,11.0,12.0,14.0,12.0,12.0,12.0,12.0,23,7.0,7,3.0,4.0,10.0,7.0,4.0,4.0
561,2016-02-08,Haifa,85,59.0,61,66.0,65,13,14.0,14,16.0,15.0,15.0,15.0,15.0,15.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,10,7.0,7,7.0,7.0,12.0,11.0,8.0,8.0
562,2016-02-08,Jerusalem,95,75.0,68,53.0,53,6,10.0,11,12.0,13.0,11.0,12.0,12.0,12.0,4.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,15,4.0,5,8.0,7.0,11.0,10.0,9.0,12.0
563,2016-02-08,Lod,83,77.0,71,54.0,53,14,13.0,14,14.0,15.0,16.0,16.0,14.0,15.0,9.0,8.0,7.0,10.0,10.0,10.0,8.0,9.0,9.0,8,6.0,6,7.0,7.0,9.0,10.0,7.0,8.0
564,2016-02-08,Mizpe Ramon,57,51.0,54,44.0,41,9,13.0,12,12.0,12.0,14.0,14.0,13.0,12.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,13,6.0,6,7.0,8.0,10.0,10.0,4.0,5.0
565,2016-02-08,Nazareth,77,52.0,61,64.0,62,13,14.0,13,13.0,13.0,14.0,15.0,14.0,14.0,7.0,5.0,6.0,8.0,6.0,6.0,5.0,7.0,7.0,9,6.0,6,4.0,4.0,8.0,8.0,8.0,10.0
566,2016-02-08,Qazrin,96,68.0,70,70.0,74,10,12.0,12,12.0,12.0,12.0,12.0,13.0,12.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,11,7.0,8,5.0,4.0,4.0,4.0,7.0,9.0
567,2016-02-08,Tel Aviv,75,73.0,67,72.0,65,15,14.0,15,16.0,15.0,16.0,16.0,14.0,15.0,11.0,9.0,8.0,10.0,10.0,9.0,7.0,9.0,9.0,15,7.0,6,6.0,7.0,9.0,10.0,10.0,6.0
568,2016-02-08,Tiberias,89,70.0,67,59.0,67,14,14.0,13,13.0,13.0,15.0,16.0,14.0,14.0,11.0,8.0,8.0,10.0,9.0,8.0,7.0,7.0,7.0,19,3.0,3,2.0,2.0,4.0,3.0,7.0,7.0
569,2016-02-08,Zefat,92,66.0,67,67.0,70,7,13.0,12,11.0,11.0,10.0,10.0,13.0,12.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,7.0,6.0,13,3.0,3,3.0,2.0,9.0,10.0,7.0,9.0
570,2016-02-09,Afula,69,42.0,43,49.0,50,17,17.0,17,17.0,17.0,17.0,17.0,18.0,18.0,6.0,4.0,4.0,8.0,8.0,7.0,7.0,7.0,7.0,9,5.0,6,5.0,5.0,11.0,9.0,6.0,6.0
571,2016-02-09,Ashdod,91,58.0,59,66.0,68,15,16.0,16,16.0,16.0,17.0,17.0,18.0,17.0,11.0,11.0,11.0,10.0,9.0,10.0,11.0,9.0,9.0,10,15.0,13,15.0,12.0,18.0,15.0,17.0,16.0
572,2016-02-09,Beer Sheva,63,47.0,48,25.0,31,15,17.0,17,17.0,17.0,19.0,19.0,17.0,17.0,8.0,4.0,5.0,9.0,8.0,10.0,10.0,6.0,7.0,8,7.0,7,8.0,6.0,11.0,10.0,5.0,5.0
573,2016-02-09,Bet Shean,74,53.0,51,46.0,43,16,18.0,18,19.0,19.0,19.0,19.0,19.0,20.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,16,2.0,4,5.0,4.0,7.0,8.0,4.0,3.0
574,2016-02-09,Elat,32,31.0,31,24.0,20,21,20.0,20,20.0,21.0,20.0,21.0,20.0,20.0,12.0,5.0,5.0,10.0,10.0,11.0,9.0,9.0,8.0,8,7.0,8,10.0,8.0,14.0,16.0,5.0,6.0
575,2016-02-09,En Gedi,41,54.0,53,27.0,30,20,17.0,17,20.0,20.0,20.0,20.0,20.0,20.0,14.0,9.0,9.0,14.0,14.0,13.0,12.0,13.0,13.0,15,6.0,6,9.0,6.0,9.0,10.0,5.0,6.0
576,2016-02-09,Haifa,50,47.0,46,55.0,48,15,16.0,17,17.0,17.0,16.0,16.0,17.0,17.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,7,10.0,10,8.0,7.0,12.0,12.0,13.0,12.0
577,2016-02-09,Jerusalem,76,50.0,49,44.0,37,9,14.0,14,13.0,13.0,12.0,13.0,14.0,14.0,5.0,4.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0,6,5.0,5,5.0,5.0,9.0,9.0,7.0,6.0
578,2016-02-09,Lod,80,45.0,45,51.0,35,14,18.0,18,17.0,18.0,17.0,19.0,18.0,18.0,10.0,5.0,6.0,10.0,9.0,11.0,10.0,8.0,8.0,6,6.0,5,4.0,4.0,9.0,9.0,4.0,4.0
579,2016-02-09,Mizpe Ramon,64,40.0,40,36.0,30,12,14.0,15,15.0,15.0,13.0,14.0,14.0,14.0,5.0,4.0,4.0,7.0,7.0,6.0,6.0,5.0,6.0,8,8.0,10,8.0,6.0,7.0,7.0,5.0,5.0
580,2016-02-09,Nazareth,65,40.0,41,46.0,45,13,17.0,17,15.0,15.0,15.0,15.0,15.0,15.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,11,5.0,5,5.0,5.0,10.0,11.0,5.0,5.0
581,2016-02-09,Qazrin,95,44.0,46,50.0,54,11,17.0,17,16.0,15.0,14.0,14.0,15.0,15.0,7.0,4.0,4.0,7.0,7.0,6.0,6.0,4.0,5.0,7,6.0,6,7.0,7.0,14.0,11.0,6.0,5.0
582,2016-02-09,Tel Aviv,78,49.0,44,54.0,62,14,18.0,18,18.0,18.0,17.0,17.0,18.0,18.0,9.0,4.0,5.0,9.0,9.0,10.0,9.0,8.0,8.0,9,9.0,9,6.0,6.0,8.0,5.0,4.0,3.0
583,2016-02-09,Tiberias,70,44.0,43,50.0,53,16,17.0,17,17.0,17.0,18.0,18.0,15.0,15.0,10.0,6.0,7.0,9.0,9.0,9.0,9.0,6.0,6.0,7,4.0,4,4.0,4.0,12.0,10.0,6.0,5.0
584,2016-02-09,Zefat,80,44.0,44,54.0,52,8,15.0,15,13.0,13.0,11.0,12.0,15.0,15.0,4.0,3.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,15,3.0,4,4.0,4.0,9.0,6.0,6.0,5.0
585,2016-02-10,Afula,48,37.0,36,42.0,39,18,17.0,17,17.0,17.0,16.0,17.0,20.0,19.0,3.0,6.0,7.0,10.0,10.0,8.0,8.0,8.0,8.0,8,6.0,6,7.0,7.0,11.0,12.0,4.0,4.0
586,2016-02-10,Ashdod,72,73.0,81,86.0,78,18,15.0,15,16.0,16.0,16.0,17.0,18.0,17.0,9.0,14.0,13.0,10.0,9.0,9.0,8.0,10.0,10.0,13,15.0,13,10.0,9.0,12.0,9.0,11.0,10.0
587,2016-02-10,Beer Sheva,37,81.0,75,44.0,47,20,14.0,14,14.0,15.0,16.0,17.0,15.0,14.0,5.0,6.0,7.0,6.0,6.0,9.0,7.0,7.0,7.0,8,6.0,9,11.0,10.0,9.0,9.0,9.0,10.0
588,2016-02-10,Bet Shean,51,46.0,40,38.0,37,19,18.0,18,19.0,19.0,18.0,19.0,20.0,20.0,6.0,8.0,6.0,11.0,10.0,10.0,10.0,10.0,10.0,7,3.0,4,4.0,4.0,5.0,5.0,4.0,3.0
589,2016-02-10,Elat,20,47.0,42,33.0,38,24,16.0,16,18.0,18.0,18.0,19.0,18.0,17.0,11.0,6.0,6.0,10.0,10.0,9.0,9.0,10.0,10.0,8,10.0,10,12.0,11.0,13.0,11.0,13.0,11.0
590,2016-02-10,En Gedi,37,61.0,65,37.0,37,23,17.0,16,18.0,19.0,17.0,17.0,20.0,20.0,15.0,12.0,11.0,13.0,13.0,13.0,12.0,14.0,14.0,16,3.0,4,5.0,4.0,7.0,5.0,8.0,7.0
591,2016-02-10,Haifa,44,37.0,44,47.0,45,16,17.0,17,17.0,17.0,15.0,16.0,17.0,17.0,9.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,10,6.0,9,7.0,7.0,16.0,15.0,6.0,8.0
592,2016-02-10,Jerusalem,51,69.0,73,56.0,44,14,13.0,13,14.0,14.0,12.0,14.0,15.0,15.0,6.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0,7,6.0,7,7.0,7.0,9.0,9.0,5.0,4.0
593,2016-02-10,Lod,32,63.0,77,53.0,38,20,17.0,16,16.0,16.0,17.0,18.0,17.0,17.0,7.0,7.0,7.0,10.0,10.0,9.0,9.0,9.0,9.0,5,7.0,6,4.0,4.0,5.0,5.0,6.0,6.0
594,2016-02-10,Mizpe Ramon,37,67.0,61,43.0,53,15,11.0,11,11.0,12.0,12.0,12.0,11.0,12.0,5.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,7.0,8,13.0,12,13.0,13.0,17.0,15.0,13.0,14.0
595,2016-02-10,Nazareth,46,41.0,36,41.0,40,15,17.0,17,15.0,15.0,15.0,15.0,16.0,16.0,7.0,8.0,9.0,10.0,9.0,7.0,8.0,9.0,9.0,11,8.0,9,8.0,9.0,10.0,10.0,8.0,7.0
596,2016-02-10,Qazrin,46,45.0,43,44.0,41,15,17.0,17,15.0,16.0,14.0,14.0,15.0,15.0,5.0,7.0,8.0,10.0,9.0,8.0,7.0,7.0,9.0,15,10.0,10,8.0,7.0,15.0,13.0,10.0,9.0
597,2016-02-10,Tel Aviv,36,63.0,63,68.0,42,20,17.0,16,17.0,17.0,17.0,17.0,17.0,17.0,8.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,8,4.0,6,6.0,5.0,6.0,5.0,6.0,5.0
598,2016-02-10,Tiberias,57,46.0,43,46.0,50,19,17.0,17,16.0,17.0,17.0,17.0,16.0,16.0,8.0,9.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,6,4.0,4,3.0,4.0,6.0,5.0,10.0,6.0
599,2016-02-10,Zefat,56,42.0,41,48.0,46,11,15.0,15,13.0,13.0,11.0,12.0,15.0,15.0,3.0,6.0,6.0,9.0,8.0,7.0,6.0,10.0,9.0,11,6.0,6,4.0,4.0,10.0,8.0,4.0,9.0
