Validity_date,City,Persist_value_humidity,EC_humidity_1,EC_humidity_2,C3_humidity_1,C3_humidity_2
04/04/2016,Beer Sheva,22,31,32,17,20
04/04/2016,Bet Shean,13,18,17,9,8
04/04/2016,Elat,10,12,13,9,11
04/04/2016,En Gedi,13,33,33,24,16
04/04/2016,Haifa,36,46,50,26,46
04/04/2016,Jerusalem,21,29,30,11,15
04/04/2016,Lod,41,48,47,22,27
04/04/2016,Mizpe Ramon,12,5,7,13,12
04/04/2016,Nazareth,14,41,43,16,19
04/04/2016,Qazrin,19,20,17,17,16
04/04/2016,Tel Aviv,37,58,53,40,46
04/04/2016,Tiberias,15,13,15,20,25
04/04/2016,Zefat,19,16,18,13,12
05/04/2016,Afula,43,27,35,12,15
05/04/2016,Ashdod,74,75,78,60,69
05/04/2016,Beer Sheva,27,14,11,10,11
05/04/2016,Bet Shean,13,18,20,9,11
05/04/2016,Elat,12,21,25,44,43
05/04/2016,En Gedi,24,39,38,24,17
05/04/2016,Haifa,59,49,56,42,43
05/04/2016,Jerusalem,31,17,19,14,14
05/04/2016,Lod,58,24,25,23,27
05/04/2016,Mizpe Ramon,15,6,7,18,18
05/04/2016,Nazareth,45,36,42,12,14
05/04/2016,Qazrin,23,21,29,14,21
05/04/2016,Tel Aviv,71,50,58,46,47
05/04/2016,Tiberias,30,25,27,21,24
05/04/2016,Zefat,17,31,41,13,16
06/04/2016,Afula,24,25,20,22,26
06/04/2016,Ashdod,76,85,84,88,87
06/04/2016,Beer Sheva,10,27,23,24,21
06/04/2016,Bet Shean,26,18,19,17,17
06/04/2016,Elat,15,15,16,25,19
06/04/2016,En Gedi,28,34,32,27,24
06/04/2016,Haifa,40,47,45,29,44
06/04/2016,Jerusalem,24,39,31,23,24
06/04/2016,Lod,33,37,33,29,32
06/04/2016,Mizpe Ramon,13,9,14,13,24
06/04/2016,Nazareth,32,37,35,18,39
06/04/2016,Qazrin,28,26,27,23,22
06/04/2016,Tel Aviv,55,54,55,37,55
06/04/2016,Tiberias,34,29,30,29,30
06/04/2016,Zefat,31,23,21,20,19
07/04/2016,Afula,29,31,25,39,28
07/04/2016,Ashdod,78,83,85,84,82
07/04/2016,Beer Sheva,26,20,20,24,20
07/04/2016,Bet Shean,36,22,21,30,22
07/04/2016,Elat,18,9,11,14,15
07/04/2016,En Gedi,30,33,31,26,22
07/04/2016,Haifa,39,55,41,60,48
07/04/2016,Jerusalem,35,28,29,31,23
07/04/2016,Lod,61,39,37,51,34
07/04/2016,Mizpe Ramon,28,12,13,18,19
07/04/2016,Nazareth,59,41,48,53,42
07/04/2016,Qazrin,28,34,32,38,29
07/04/2016,Tel Aviv,77,58,55,68,51
07/04/2016,Tiberias,30,37,34,48,42
07/04/2016,Zefat,35,24,24,37,23
08/04/2016,Afula,27,14,15,20,25
08/04/2016,Ashdod,76,78,74,53,60
08/04/2016,Beer Sheva,19,8,8,9,8
08/04/2016,Bet Shean,26,10,13,14,12
08/04/2016,Elat,11,6,8,10,7
08/04/2016,En Gedi,33,30,28,29,26
08/04/2016,Haifa,30,32,38,39,42
08/04/2016,Jerusalem,28,15,16,14,9
08/04/2016,Lod,37,17,18,16,23
08/04/2016,Mizpe Ramon,11,8,7,12,9
08/04/2016,Nazareth,52,21,34,20,26
08/04/2016,Qazrin,45,26,22,32,30
08/04/2016,Tel Aviv,63,32,40,31,26
08/04/2016,Tiberias,43,15,15,31,32
08/04/2016,Zefat,34,16,17,13,16
09/04/2016,Afula,24,19,18,27,25
09/04/2016,Ashdod,71,33,52,42,48
09/04/2016,Beer Sheva,7,16,13,14,13
09/04/2016,Bet Shean,22,15,14,13,10
09/04/2016,Elat,10,18,14,19,19
09/04/2016,En Gedi,24,32,27,17,16
09/04/2016,Haifa,33,22,21,30,23
09/04/2016,Jerusalem,15,20,15,16,13
09/04/2016,Lod,17,19,18,25,20
09/04/2016,Mizpe Ramon,8,9,9,17,16
09/04/2016,Nazareth,25,23,24,25,24
09/04/2016,Qazrin,34,26,24,23,26
09/04/2016,Tel Aviv,19,24,18,23,24
09/04/2016,Tiberias,30,20,23,30,23
09/04/2016,Zefat,32,26,23,22,19
10/04/2016,Afula,30,38,33,47,45
10/04/2016,Ashdod,48,89,85,76,81
10/04/2016,Beer Sheva,15,31,40,34,32
10/04/2016,Bet Shean,18,23,31,35,32
10/04/2016,Elat,17,13,16,28,19
10/04/2016,En Gedi,11,34,41,28,25
10/04/2016,Haifa,41,50,44,63,57
10/04/2016,Jerusalem,20,39,47,38,33
10/04/2016,Lod,17,37,37,45,45
10/04/2016,Mizpe Ramon,15,12,13,29,30
10/04/2016,Nazareth,31,48,47,43,47
10/04/2016,Qazrin,30,33,39,37,38
10/04/2016,Tel Aviv,20,59,54,54,59
10/04/2016,Tiberias,42,27,37,46,48
10/04/2016,Zefat,29,32,37,35,37
11/04/2016,Afula,33,48,28,48,43
11/04/2016,Ashdod,85,88,88,88,83
11/04/2016,Beer Sheva,31,29,18,29,23
11/04/2016,Bet Shean,30,33,23,33,20
11/04/2016,Elat,27,18,20,18,15
11/04/2016,En Gedi,36,42,30,42,23
11/04/2016,Haifa,60,61,49,61,63
11/04/2016,Jerusalem,36,44,30,44,23
11/04/2016,Lod,30,54,35,54,47
11/04/2016,Mizpe Ramon,34,11,10,22,16
11/04/2016,Nazareth,36,60,43,60,49
11/04/2016,Qazrin,28,39,38,39,36
11/04/2016,Tel Aviv,49,65,51,65,60
11/04/2016,Tiberias,39,45,27,45,45
11/04/2016,Zefat,36,41,30,41,27
12/04/2016,Afula,28,71,78,57,78
12/04/2016,Ashdod,78,79,82,76,82
12/04/2016,Beer Sheva,45,56,55,36,55
12/04/2016,Bet Shean,32,57,58,39,58
12/04/2016,Elat,29,30,29,20,29
12/04/2016,En Gedi,28,42,45,29,45
12/04/2016,Haifa,66,82,85,64,85
12/04/2016,Jerusalem,45,78,86,47,86
12/04/2016,Lod,60,79,85,58,85
12/04/2016,Mizpe Ramon,21,12,11,34,36
12/04/2016,Nazareth,61,94,86,49,86
12/04/2016,Qazrin,25,88,84,50,84
12/04/2016,Tel Aviv,71,75,80,66,80
12/04/2016,Tiberias,27,70,75,49,75
12/04/2016,Zefat,32,75,73,51,73
13/04/2016,Afula,63,77,74,54,74
13/04/2016,Ashdod,85,73,74,70,74
13/04/2016,Beer Sheva,90,65,59,41,59
13/04/2016,Bet Shean,62,52,63,38,63
13/04/2016,Elat,22,36,35,23,35
13/04/2016,En Gedi,42,58,50,72,50
13/04/2016,Haifa,87,74,73,62,73
13/04/2016,Jerusalem,83,80,81,50,81
13/04/2016,Lod,56,68,71,56,71
13/04/2016,Mizpe Ramon,47,22,23,50,23
13/04/2016,Nazareth,81,80,83,59,83
13/04/2016,Qazrin,85,76,92,65,92
13/04/2016,Tel Aviv,76,65,70,59,70
13/04/2016,Tiberias,73,65,71,76,71
13/04/2016,Zefat,80,73,73,54,73
14/04/2016,Afula,93,48,53,55,58
14/04/2016,Ashdod,67,80,79,83,82
14/04/2016,Beer Sheva,61,45,48,40,38
14/04/2016,Bet Shean,69,39,43,39,41
14/04/2016,Elat,61,34,29,27,30
14/04/2016,En Gedi,67,57,61,38,35
14/04/2016,Haifa,80,58,64,70,74
14/04/2016,Jerusalem,69,51,55,47,44
14/04/2016,Lod,51,52,60,57,48
14/04/2016,Mizpe Ramon,63,22,22,37,41
14/04/2016,Nazareth,64,62,61,56,64
14/04/2016,Qazrin,84,46,47,59,62
14/04/2016,Tel Aviv,61,68,71,70,65
14/04/2016,Tiberias,81,51,51,52,53
14/04/2016,Zefat,81,55,55,58,58
15/04/2016,Afula,50,37,36,45,49
15/04/2016,Ashdod,69,80,83,73,73
15/04/2016,Beer Sheva,45,33,32,24,21
15/04/2016,Bet Shean,39,32,29,28,28
15/04/2016,Elat,34,25,23,18,15
15/04/2016,En Gedi,42,40,41,30,26
15/04/2016,Haifa,65,55,67,59,66
15/04/2016,Jerusalem,60,35,34,28,35
15/04/2016,Lod,58,43,42,44,38
15/04/2016,Mizpe Ramon,59,18,17,27,22
15/04/2016,Nazareth,59,45,48,52,53
15/04/2016,Qazrin,57,49,41,51,53
15/04/2016,Tel Aviv,68,60,53,50,53
15/04/2016,Tiberias,40,38,40,52,50
15/04/2016,Zefat,61,37,35,36,30
16/04/2016,Afula,39,30,28,34,39
16/04/2016,Ashdod,72,71,76,74,71
16/04/2016,Beer Sheva,25,22,24,16,21
16/04/2016,Bet Shean,36,24,24,27,25
16/04/2016,Elat,17,16,17,11,11
16/04/2016,En Gedi,32,45,55,16,16
16/04/2016,Haifa,63,47,41,44,44
16/04/2016,Jerusalem,31,26,29,17,19
16/04/2016,Lod,47,34,35,32,36
16/04/2016,Mizpe Ramon,27,14,14,9,14
16/04/2016,Nazareth,56,32,33,34,36
16/04/2016,Qazrin,46,36,33,35,35
16/04/2016,Tel Aviv,66,48,39,45,46
16/04/2016,Tiberias,50,40,39,36,38
16/04/2016,Zefat,44,28,28,27,28
17/04/2016,Afula,27,27,25,32,36
17/04/2016,Ashdod,67,78,76,80,83
17/04/2016,Beer Sheva,14,22,22,17,19
17/04/2016,Bet Shean,21,19,19,27,27
17/04/2016,Elat,13,13,12,9,7
17/04/2016,En Gedi,30,15,33,23,16
17/04/2016,Haifa,29,45,40,44,51
17/04/2016,Jerusalem,20,22,24,22,23
17/04/2016,Lod,27,32,30,35,38
17/04/2016,Mizpe Ramon,18,10,11,12,11
17/04/2016,Nazareth,27,28,31,32,34
17/04/2016,Qazrin,32,24,23,27,25
17/04/2016,Tel Aviv,40,54,49,48,55
17/04/2016,Tiberias,32,26,30,34,32
17/04/2016,Zefat,33,30,26,30,26
18/04/2016,Afula,29,46,44,43,41
18/04/2016,Ashdod,68,83,87,81,86
18/04/2016,Beer Sheva,21,35,36,21,30
18/04/2016,Bet Shean,16,21,21,19,21
18/04/2016,Elat,10,15,14,8,8
18/04/2016,En Gedi,22,31,33,15,14
18/04/2016,Haifa,34,63,65,62,57
18/04/2016,Jerusalem,18,23,31,27,29
18/04/2016,Lod,25,56,57,38,47
18/04/2016,Mizpe Ramon,14,8,7,11,13
18/04/2016,Nazareth,33,53,57,26,33
18/04/2016,Qazrin,22,23,20,23,26
18/04/2016,Tel Aviv,42,64,65,55,63
18/04/2016,Tiberias,23,26,37,33,32
18/04/2016,Zefat,32,17,19,18,24
19/04/2016,Afula,39,13,14,36,33
19/04/2016,Ashdod,75,89,89,72,87
19/04/2016,Beer Sheva,36,40,43,17,21
19/04/2016,Bet Shean,18,13,14,10,9
19/04/2016,Elat,12,10,10,8,8
19/04/2016,En Gedi,25,25,27,17,11
19/04/2016,Haifa,51,30,38,48,45
19/04/2016,Jerusalem,10,10,8,9,8
19/04/2016,Lod,57,52,53,34,46
19/04/2016,Mizpe Ramon,9,9,8,10,7
19/04/2016,Nazareth,49,16,20,29,22
19/04/2016,Qazrin,23,17,18,21,19
19/04/2016,Tel Aviv,72,60,63,37,53
19/04/2016,Tiberias,23,14,22,24,24
19/04/2016,Zefat,16,14,15,15,17
20/04/2016,Afula,10,12,11,16,16
20/04/2016,Ashdod,76,71,86,59,72
20/04/2016,Beer Sheva,9,7,7,8,14
20/04/2016,Bet Shean,8,11,11,7,8
20/04/2016,Elat,7,14,13,10,12
20/04/2016,En Gedi,18,18,14,17,9
20/04/2016,Haifa,29,15,17,37,22
20/04/2016,Jerusalem,10,9,6,6,8
20/04/2016,Lod,50,13,14,16,27
20/04/2016,Mizpe Ramon,10,15,16,8,9
20/04/2016,Nazareth,10,13,14,16,12
20/04/2016,Qazrin,14,15,14,16,15
20/04/2016,Tel Aviv,65,34,41,34,38
20/04/2016,Tiberias,11,13,10,23,19
20/04/2016,Zefat,16,13,13,15,14
21/04/2016,Afula,6,28,21,25,22
21/04/2016,Ashdod,75,86,86,76,87
21/04/2016,Beer Sheva,7,15,16,13,18
21/04/2016,Bet Shean,7,16,17,13,11
21/04/2016,Elat,22,13,14,8,17
21/04/2016,En Gedi,18,27,26,13,13
21/04/2016,Haifa,8,41,35,34,27
21/04/2016,Jerusalem,8,14,15,13,19
21/04/2016,Lod,15,31,27,32,34
21/04/2016,Mizpe Ramon,8,12,15,7,10
21/04/2016,Nazareth,10,29,33,21,24
21/04/2016,Qazrin,11,18,21,21,19
21/04/2016,Tel Aviv,36,52,47,43,50
21/04/2016,Tiberias,21,24,25,21,21
21/04/2016,Zefat,14,17,15,19,19
22/04/2016,Afula,15,22,22,45,41
22/04/2016,Ashdod,73,79,80,77,89
22/04/2016,Beer Sheva,16,21,19,15,27
22/04/2016,Bet Shean,9,14,13,15,18
22/04/2016,Elat,35,6,10,16,18
22/04/2016,En Gedi,24,23,28,12,17
22/04/2016,Haifa,36,39,34,55,51
22/04/2016,Jerusalem,19,14,14,10,23
22/04/2016,Lod,31,26,21,27,43
22/04/2016,Mizpe Ramon,9,12,14,10,17
22/04/2016,Nazareth,36,40,34,34,36
22/04/2016,Qazrin,14,19,20,24,18
22/04/2016,Tel Aviv,52,49,47,48,64
22/04/2016,Tiberias,19,32,30,21,20
22/04/2016,Zefat,14,26,26,16,29
23/04/2016,Afula,31,23,20,39,31
23/04/2016,Ashdod,74,83,83,75,81
23/04/2016,Beer Sheva,17,22,22,16,25
23/04/2016,Bet Shean,21,14,14,7,16
23/04/2016,Elat,6,17,16,25,28
23/04/2016,En Gedi,14,26,14,15,15
23/04/2016,Haifa,35,40,39,46,35
23/04/2016,Jerusalem,21,15,16,12,19
23/04/2016,Lod,27,29,28,28,39
23/04/2016,Mizpe Ramon,6,9,9,13,15
23/04/2016,Nazareth,30,23,24,18,27
23/04/2016,Qazrin,21,17,17,16,17
23/04/2016,Tel Aviv,54,49,47,58,50
23/04/2016,Tiberias,20,26,25,14,19
23/04/2016,Zefat,30,19,16,11,15
24/04/2016,Afula,36,22,17,26,18
24/04/2016,Ashdod,79,80,76,79,73
24/04/2016,Beer Sheva,30,8,10,15,11
24/04/2016,Bet Shean,19,15,14,12,17
24/04/2016,Elat,9,18,10,30,26
24/04/2016,En Gedi,20,27,24,14,15
24/04/2016,Haifa,64,35,25,35,34
24/04/2016,Jerusalem,20,14,16,20,17
24/04/2016,Lod,39,25,21,31,31
24/04/2016,Mizpe Ramon,11,8,7,11,9
24/04/2016,Nazareth,25,28,21,30,34
24/04/2016,Qazrin,14,24,19,19,19
24/04/2016,Tel Aviv,58,39,29,35,43
24/04/2016,Tiberias,19,22,26,22,20
24/04/2016,Zefat,27,16,16,20,15
25/04/2016,Afula,14,20,19,47,40
25/04/2016,Ashdod,67,77,80,88,88
25/04/2016,Beer Sheva,7,15,17,40,26
25/04/2016,Bet Shean,17,13,17,34,23
25/04/2016,Elat,13,32,32,33,29
25/04/2016,En Gedi,23,34,29,21,17
25/04/2016,Haifa,30,37,34,66,58
25/04/2016,Jerusalem,15,17,20,41,25
25/04/2016,Lod,24,24,22,55,43
25/04/2016,Mizpe Ramon,11,8,7,25,24
25/04/2016,Nazareth,23,29,29,51,47
25/04/2016,Qazrin,19,21,26,46,36
25/04/2016,Tel Aviv,27,44,42,64,61
25/04/2016,Tiberias,25,25,27,27,15
25/04/2016,Zefat,16,19,19,28,20
26/04/2016,Afula,28,14,12,14,17
26/04/2016,Ashdod,72,56,52,51,52
26/04/2016,Beer Sheva,18,10,10,10,11
26/04/2016,Bet Shean,21,13,12,11,12
26/04/2016,Elat,23,22,21,28,21
26/04/2016,En Gedi,23,30,19,23,26
26/04/2016,Haifa,53,22,16,26,26
26/04/2016,Jerusalem,24,13,14,18,15
26/04/2016,Lod,40,14,14,12,9
26/04/2016,Mizpe Ramon,18,21,10,14,13
26/04/2016,Nazareth,44,16,15,15,17
26/04/2016,Qazrin,27,24,26,16,25
26/04/2016,Tel Aviv,63,18,26,33,30
26/04/2016,Tiberias,18,18,24,17,19
26/04/2016,Zefat,25,19,20,15,16
27/04/2016,Afula,10,39,39,41,51
27/04/2016,Ashdod,58,72,70,70,72
27/04/2016,Beer Sheva,10,41,40,44,40
27/04/2016,Bet Shean,11,34,33,29,26
27/04/2016,Elat,15,35,34,28,27
27/04/2016,En Gedi,18,50,50,31,29
27/04/2016,Haifa,15,54,50,59,62
27/04/2016,Jerusalem,14,48,47,47,42
27/04/2016,Lod,11,50,50,54,49
27/04/2016,Mizpe Ramon,9,12,23,40,39
27/04/2016,Nazareth,13,53,50,42,47
27/04/2016,Qazrin,17,41,33,35,34
27/04/2016,Tel Aviv,22,57,54,54,58
27/04/2016,Tiberias,20,32,31,20,24
27/04/2016,Zefat,18,30,28,29,31
28/04/2016,Afula,47,42,45,43,46
28/04/2016,Ashdod,65,62,64,74,72
28/04/2016,Beer Sheva,47,36,34,35,37
28/04/2016,Bet Shean,35,33,33,25,33
28/04/2016,Elat,29,23,22,20,14
28/04/2016,En Gedi,39,47,45,36,29
28/04/2016,Haifa,60,52,54,61,63
28/04/2016,Jerusalem,58,43,42,41,45
28/04/2016,Lod,59,45,45,48,55
28/04/2016,Mizpe Ramon,44,7,5,31,32
28/04/2016,Nazareth,60,52,53,47,50
28/04/2016,Qazrin,47,41,40,48,45
28/04/2016,Tel Aviv,63,51,53,57,60
28/04/2016,Tiberias,37,38,36,28,25
28/04/2016,Zefat,43,38,37,39,36
29/04/2016,Afula,40,35,42,48,45
29/04/2016,Ashdod,57,75,75,82,78
29/04/2016,Beer Sheva,37,38,38,37,38
29/04/2016,Bet Shean,33,31,30,34,34
29/04/2016,Elat,23,16,17,14,16
29/04/2016,En Gedi,33,35,33,21,28
29/04/2016,Haifa,54,60,59,60,64
29/04/2016,Jerusalem,47,43,42,43,40
29/04/2016,Lod,48,49,49,54,54
29/04/2016,Mizpe Ramon,34,13,13,20,20
29/04/2016,Nazareth,50,55,53,57,57
29/04/2016,Qazrin,43,37,33,50,47
29/04/2016,Tel Aviv,53,58,58,65,64
29/04/2016,Tiberias,34,38,39,44,45
29/04/2016,Zefat,49,33,34,49,36
30/04/2016,Afula,45,30,27,34,25
30/04/2016,Ashdod,66,77,77,74,76
30/04/2016,Beer Sheva,38,8,13,15,11
30/04/2016,Bet Shean,37,11,16,9,7
30/04/2016,Elat,19,13,14,9,11
30/04/2016,En Gedi,33,21,18,15,10
30/04/2016,Haifa,65,48,46,39,39
30/04/2016,Jerusalem,37,13,17,17,8
30/04/2016,Lod,54,36,36,34,35
30/04/2016,Mizpe Ramon,24,13,8,6,6
30/04/2016,Nazareth,60,45,42,31,23
30/04/2016,Qazrin,38,25,26,17,14
30/04/2016,Tel Aviv,64,50,49,46,48
30/04/2016,Tiberias,38,34,33,14,17
30/04/2016,Zefat,55,21,20,25,22
01/05/2016,Afula,15,26,13,32,33
01/05/2016,Ashdod,65,90,75,82,85
01/05/2016,Beer Sheva,9,23,12,27,30
01/05/2016,Bet Shean,20,15,10,18,16
01/05/2016,Elat,19,23,24,37,41
01/05/2016,En Gedi,28,25,27,10,8
01/05/2016,Haifa,58,48,24,41,49
01/05/2016,Jerusalem,18,21,14,17,20
01/05/2016,Lod,32,37,19,43,46
01/05/2016,Mizpe Ramon,7,15,15,8,16
01/05/2016,Nazareth,44,32,18,26,24
01/05/2016,Qazrin,27,15,13,17,16
01/05/2016,Tel Aviv,48,65,40,53,61
01/05/2016,Tiberias,36,22,19,15,16
01/05/2016,Zefat,35,18,13,17,20
02/05/2016,Afula,25,41,41,46,48
02/05/2016,Ashdod,74,85,86,83,90
02/05/2016,Beer Sheva,38,33,32,28,26
02/05/2016,Bet Shean,21,33,32,31,32
02/05/2016,Elat,21,20,21,29,27
02/05/2016,En Gedi,24,38,37,33,26
02/05/2016,Haifa,73,61,73,62,65
02/05/2016,Jerusalem,39,36,36,39,38
02/05/2016,Lod,63,42,42,49,58
02/05/2016,Mizpe Ramon,15,15,15,28,21
02/05/2016,Nazareth,45,59,56,54,57
02/05/2016,Qazrin,17,43,41,48,46
02/05/2016,Tel Aviv,75,63,58,62,67
02/05/2016,Tiberias,15,43,43,39,39
02/05/2016,Zefat,21,38,40,40,40
03/05/2016,Afula,41,23,20,20,17
03/05/2016,Ashdod,78,72,56,64,59
03/05/2016,Beer Sheva,24,17,10,13,16
03/05/2016,Bet Shean,28,16,16,14,12
03/05/2016,Elat,18,20,17,24,24
03/05/2016,En Gedi,39,42,40,21,22
03/05/2016,Haifa,68,56,54,31,40
03/05/2016,Jerusalem,42,19,16,22,18
03/05/2016,Lod,48,23,16,26,21
03/05/2016,Mizpe Ramon,12,10,9,14,13
03/05/2016,Nazareth,60,24,27,25,20
03/05/2016,Qazrin,46,18,22,17,20
03/05/2016,Tel Aviv,67,41,24,28,27
03/05/2016,Tiberias,38,21,19,17,16
03/05/2016,Zefat,50,25,22,16,18
04/05/2016,Afula,35,39,42,40,44
04/05/2016,Ashdod,72,64,65,70,72
04/05/2016,Beer Sheva,11,29,30,32,33
04/05/2016,Bet Shean,25,32,29,30,30
04/05/2016,Elat,15,28,36,15,27
04/05/2016,En Gedi,33,42,42,18,20
04/05/2016,Haifa,70,57,60,51,52
04/05/2016,Jerusalem,22,35,35,38,39
04/05/2016,Lod,34,37,40,45,46
04/05/2016,Mizpe Ramon,12,7,8,30,33
04/05/2016,Nazareth,27,51,51,46,47
04/05/2016,Qazrin,25,43,37,39,42
04/05/2016,Tel Aviv,45,49,49,55,56
04/05/2016,Tiberias,27,38,36,39,36
04/05/2016,Zefat,32,41,42,37,41
05/05/2016,Afula,38,33,30,32,29
05/05/2016,Ashdod,58,66,67,69,68
05/05/2016,Beer Sheva,31,22,21,24,22
05/05/2016,Bet Shean,35,24,24,23,20
05/05/2016,Elat,33,16,15,10,8
05/05/2016,En Gedi,20,31,31,19,21
05/05/2016,Haifa,60,66,54,43,46
05/05/2016,Jerusalem,41,27,26,26,19
05/05/2016,Lod,49,28,25,32,31
05/05/2016,Mizpe Ramon,30,18,13,24,21
05/05/2016,Nazareth,48,47,36,39,37
05/05/2016,Qazrin,45,40,37,33,28
05/05/2016,Tel Aviv,58,40,36,42,43
05/05/2016,Tiberias,34,34,33,43,20
05/05/2016,Zefat,46,38,30,32,28
06/05/2016,Afula,33,47,49,36,36
06/05/2016,Ashdod,51,74,74,63,71
06/05/2016,Beer Sheva,24,47,44,38,34
06/05/2016,Bet Shean,29,37,36,27,29
06/05/2016,Elat,16,19,18,11,12
06/05/2016,En Gedi,29,33,31,22,21
06/05/2016,Haifa,40,65,63,46,48
06/05/2016,Jerusalem,29,58,53,43,39
06/05/2016,Lod,23,53,51,40,44
06/05/2016,Mizpe Ramon,18,8,14,28,29
06/05/2016,Nazareth,42,62,61,42,39
06/05/2016,Qazrin,41,51,46,33,31
06/05/2016,Tel Aviv,41,61,60,49,53
06/05/2016,Tiberias,35,47,47,30,27
06/05/2016,Zefat,50,53,52,39,39
07/05/2016,Afula,41,39,41,37,33
07/05/2016,Ashdod,67,69,68,65,62
07/05/2016,Beer Sheva,46,42,37,34,32
07/05/2016,Bet Shean,34,34,32,30,28
07/05/2016,Elat,23,24,23,17,18
07/05/2016,En Gedi,26,40,41,35,27
07/05/2016,Haifa,62,61,62,49,44
07/05/2016,Jerusalem,56,52,41,40,39
07/05/2016,Lod,50,48,46,45,41
07/05/2016,Mizpe Ramon,26,13,13,31,21
07/05/2016,Nazareth,55,55,55,40,37
07/05/2016,Qazrin,47,44,44,35,33
07/05/2016,Tel Aviv,58,56,55,50,47
07/05/2016,Tiberias,36,40,40,27,27
07/05/2016,Zefat,59,42,44,38,38
08/05/2016,Afula,37,40,41,35,36
08/05/2016,Ashdod,62,67,72,67,71
08/05/2016,Beer Sheva,39,35,35,30,29
08/05/2016,Bet Shean,31,27,26,26,28
08/05/2016,Elat,21,22,22,17,14
08/05/2016,En Gedi,29,30,26,20,18
08/05/2016,Haifa,59,56,60,47,45
08/05/2016,Jerusalem,48,34,34,31,34
08/05/2016,Lod,46,41,41,36,44
08/05/2016,Mizpe Ramon,31,16,11,15,21
08/05/2016,Nazareth,52,54,53,35,41
08/05/2016,Qazrin,41,26,21,26,38
08/05/2016,Tel Aviv,56,49,47,45,57
08/05/2016,Tiberias,33,34,37,40,51
08/05/2016,Zefat,53,37,43,34,39
09/05/2016,Afula,42,31,36,24,25
09/05/2016,Ashdod,58,75,74,48,35
09/05/2016,Beer Sheva,21,24,22,22,21
09/05/2016,Bet Shean,28,22,17,17,16
09/05/2016,Elat,18,19,20,16,14
09/05/2016,En Gedi,26,29,32,35,24
09/05/2016,Haifa,60,72,71,51,59
09/05/2016,Jerusalem,36,27,22,21,21
09/05/2016,Lod,46,25,25,25,22
09/05/2016,Mizpe Ramon,29,13,15,24,25
09/05/2016,Nazareth,52,44,42,25,25
09/05/2016,Qazrin,35,25,18,25,20
09/05/2016,Tel Aviv,51,37,43,22,23
09/05/2016,Tiberias,40,27,24,32,26
09/05/2016,Zefat,59,30,27,24,21
10/05/2016,Afula,30,34,37,35,35
10/05/2016,Ashdod,56,79,79,76,81
10/05/2016,Beer Sheva,25,23,22,23,25
10/05/2016,Bet Shean,18,24,27,21,19
10/05/2016,Elat,16,18,20,11,15
10/05/2016,En Gedi,29,32,26,17,16
10/05/2016,Haifa,70,68,70,64,61
10/05/2016,Jerusalem,23,36,31,21,21
10/05/2016,Lod,26,39,36,34,37
10/05/2016,Mizpe Ramon,30,5,6,19,32
10/05/2016,Nazareth,33,47,48,29,19
10/05/2016,Qazrin,12,25,29,23,22
10/05/2016,Tel Aviv,44,58,56,55,62
10/05/2016,Tiberias,23,32,34,31,34
10/05/2016,Zefat,13,29,28,24,19
11/05/2016,Afula,38,32,30,35,46
11/05/2016,Ashdod,73,78,78,79,84
11/05/2016,Beer Sheva,27,36,37,41,29
11/05/2016,Bet Shean,30,27,25,31,30
11/05/2016,Elat,14,17,18,18,7
11/05/2016,En Gedi,18,34,34,31,21
11/05/2016,Haifa,62,65,62,59,62
11/05/2016,Jerusalem,33,37,35,48,38
11/05/2016,Lod,51,37,36,50,53
11/05/2016,Mizpe Ramon,22,9,9,34,24
11/05/2016,Nazareth,45,41,36,55,53
11/05/2016,Qazrin,34,36,32,42,44
11/05/2016,Tel Aviv,68,54,50,63,63
11/05/2016,Tiberias,34,37,33,52,45
11/05/2016,Zefat,37,38,32,29,39
12/05/2016,Afula,38,34,34,35,40
12/05/2016,Ashdod,65,59,58,83,84
12/05/2016,Beer Sheva,39,32,33,37,37
12/05/2016,Bet Shean,29,26,26,30,28
12/05/2016,Elat,18,15,14,11,11
12/05/2016,En Gedi,28,28,27,22,20
12/05/2016,Haifa,64,56,68,60,57
12/05/2016,Jerusalem,45,34,38,36,39
12/05/2016,Lod,41,42,45,47,45
12/05/2016,Mizpe Ramon,29,10,9,21,21
12/05/2016,Nazareth,56,49,49,45,51
12/05/2016,Qazrin,43,36,36,35,41
12/05/2016,Tel Aviv,62,54,54,66,61
12/05/2016,Tiberias,37,37,38,52,59
12/05/2016,Zefat,44,33,35,39,34
13/05/2016,Afula,37,19,19,27,31
13/05/2016,Ashdod,72,37,83,66,80
13/05/2016,Beer Sheva,22,16,15,17,17
13/05/2016,Bet Shean,31,14,15,19,22
13/05/2016,Elat,13,11,13,6,7
13/05/2016,En Gedi,18,22,34,14,11
13/05/2016,Haifa,55,36,53,46,59
13/05/2016,Jerusalem,30,22,19,21,24
13/05/2016,Lod,49,22,24,26,33
13/05/2016,Mizpe Ramon,19,8,9,12,13
13/05/2016,Nazareth,48,26,30,41,34
13/05/2016,Qazrin,42,24,25,26,28
13/05/2016,Tel Aviv,64,35,35,38,54
13/05/2016,Tiberias,41,29,30,40,34
13/05/2016,Zefat,53,23,22,23,24
14/05/2016,Afula,26,17,17,16,18
14/05/2016,Ashdod,66,71,73,59,64
14/05/2016,Beer Sheva,15,16,17,13,15
14/05/2016,Bet Shean,18,15,15,12,14
