Validity_date,City,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
29/05/2016,Haifa,14,8,8,11,10,11,12,10,10
29/05/2016,Jerusalem,12,10,10,10,12,15,16,9,9
29/05/2016,Lod,14,7,9,10,10,13,11,9,10
29/05/2016,Mizpe Ramon,9,9,10,8,7,17,22,9,8
29/05/2016,Nazareth,15,10,9,11,10,14,15,12,11
29/05/2016,Qazrin,14,10,10,11,9,13,12,10,10
29/05/2016,Tel Aviv,15,8,10,10,9,9,9,9,10
29/05/2016,Tiberias,16,8,8,9,8,13,15,12,10
29/05/2016,Zefat,23,8,6,9,8,16,16,10,10
30/05/2016,Afula,11,10,10,13,13,13,13,13,12
30/05/2016,Ashdod,10,10,9,11,10,13,12,10,9
30/05/2016,Beer Sheva,8,11,10,13,13,14,15,11,10
30/05/2016,Bet Shean,16,10,9,13,13,16,17,12,12
30/05/2016,Elat,8,11,11,15,14,16,15,12,13
30/05/2016,En Gedi,19,9,7,4,5,11,15,8,9
30/05/2016,Haifa,8,8,7,10,8,11,11,9,9
30/05/2016,Jerusalem,11,13,12,12,12,17,16,11,11
30/05/2016,Lod,9,9,9,11,11,12,12,11,11
30/05/2016,Mizpe Ramon,11,10,10,9,8,16,17,8,9
30/05/2016,Nazareth,15,11,11,14,14,15,16,11,11
30/05/2016,Qazrin,12,10,11,12,13,16,12,10,11
30/05/2016,Tel Aviv,11,9,8,10,10,10,9,11,11
30/05/2016,Tiberias,13,7,7,7,9,14,5,12,11
30/05/2016,Zefat,13,9,9,12,12,20,20,11,11
31/05/2016,Afula,11,9,9,12,11,12,13,10,10
31/05/2016,Ashdod,9,8,9,9,10,11,11,6,7
31/05/2016,Beer Sheva,10,9,9,12,12,13,15,10,11
31/05/2016,Bet Shean,19,8,8,11,11,17,19,8,8
31/05/2016,Elat,9,12,12,16,16,19,17,15,15
31/05/2016,En Gedi,15,8,8,4,4,8,6,4,5
31/05/2016,Haifa,7,6,6,5,6,8,8,5,4
31/05/2016,Jerusalem,11,11,10,10,9,14,13,7,8
31/05/2016,Lod,9,7,8,9,10,12,11,9,9
31/05/2016,Mizpe Ramon,14,11,13,10,9,13,15,8,9
31/05/2016,Nazareth,18,10,10,11,12,14,15,8,11
31/05/2016,Qazrin,12,9,9,10,8,11,12,10,10
31/05/2016,Tel Aviv,11,7,8,8,8,9,8,9,9
31/05/2016,Tiberias,11,6,8,1,2,5,4,9,10
31/05/2016,Zefat,17,8,8,8,9,19,15,10,10
01/06/2016,Afula,12,9,10,11,11,12,12,11,11
01/06/2016,Ashdod,9,6,6,5,4,5,8,7,7
01/06/2016,Beer Sheva,8,10,10,9,9,14,11,8,10
01/06/2016,Bet Shean,22,9,9,10,10,14,13,10,10
01/06/2016,Elat,10,9,8,9,11,13,12,9,8
01/06/2016,En Gedi,14,5,6,2,2,14,7,7,7
01/06/2016,Haifa,6,5,5,4,5,12,8,6,4
01/06/2016,Jerusalem,12,11,11,11,12,17,15,13,13
01/06/2016,Lod,8,7,8,9,8,10,11,9,10
01/06/2016,Mizpe Ramon,10,14,15,10,10,16,17,9,9
01/06/2016,Nazareth,17,9,9,11,11,13,14,9,8
01/06/2016,Qazrin,15,11,11,7,8,12,12,11,13
01/06/2016,Tel Aviv,10,6,7,8,8,6,8,9,10
01/06/2016,Tiberias,13,8,10,4,10,6,7,11,9
01/06/2016,Zefat,20,6,7,9,10,13,14,12,9
02/06/2016,Afula,10,9,10,11,12,10.33,11.33,11,12
02/06/2016,Ashdod,6,7,7,6,7,7,7,8,7
02/06/2016,Beer Sheva,8,9,9,11,11,10.67,10.67,12,12
02/06/2016,Bet Shean,16,8,9,10,12,9.33,10.33,10,10
02/06/2016,Elat,8,9,9,12,12,11,11.33,12,13
02/06/2016,En Gedi,9,5,5,3,2,4,4.67,4,7
02/06/2016,Haifa,5,6,6,7,7,6,6,5,5
02/06/2016,Jerusalem,11,12,12,12,12,11.33,11.33,10,10
02/06/2016,Lod,8,7,8,9,9,8.67,9,10,10
02/06/2016,Mizpe Ramon,10,17,16,10,11,12.33,12.67,10,11
02/06/2016,Nazareth,15,10,10,12,12,10,10,8,8
02/06/2016,Qazrin,12,10,11,7,8,9,9.33,10,9
02/06/2016,Tel Aviv,7,7,8,8,9,8.33,9,10,10
02/06/2016,Tiberias,15,7,11,3,2,6.67,7.33,10,9
02/06/2016,Zefat,16,6,7,3,3,6.33,6.33,10,9
03/06/2016,Afula,10,10,9,12,12,10.67,11,10,8
03/06/2016,Ashdod,7,10,10,7,6,8.33,9,8,8
03/06/2016,Beer Sheva,8,9,10,10,11,8.33,14,6,8
03/06/2016,Bet Shean,18,6,8,10,11,6.67,14,4,5
03/06/2016,Elat,10,11,10,13,14,11.67,14,11,14
03/06/2016,En Gedi,8,4,6,3,3,3,6,2,9
03/06/2016,Haifa,6,7,5,5,5,5.67,8,5,5
03/06/2016,Jerusalem,12,10,11,10,11,9.33,13,8,7
03/06/2016,Lod,8,9,8,9,9,9,8,9,9
03/06/2016,Mizpe Ramon,12,14,14,9,9,10,13,7,7
03/06/2016,Nazareth,17,11,9,12,13,10,12,7,8
03/06/2016,Qazrin,11,8,8,8,7,8.33,10,9,13
03/06/2016,Tel Aviv,9,10,8,9,8,9.33,8,9,9
03/06/2016,Tiberias,13,8,8,2,3,6.33,2,9,9
03/06/2016,Zefat,16,6,8,8,4,7.33,14,8,9
04/06/2016,Afula,11,8,10,11,11,9.33,10,9,9
04/06/2016,Ashdod,10,12,9,5,5,7.67,6.33,6,5
04/06/2016,Beer Sheva,8,10,9,11,12,10.33,8.33,10,4
04/06/2016,Bet Shean,18,6,8,10,6,7.67,5.67,7,3
04/06/2016,Elat,8,9,9,6,6,5.67,7,2,6
04/06/2016,En Gedi,8,6,5,6,6,5.33,5.33,4,5
04/06/2016,Haifa,5,5,6,4,8,5,6,6,4
04/06/2016,Jerusalem,10,12,11,11,13,11.33,10.67,11,8
04/06/2016,Lod,8,7,7,9,11,8,8.67,8,8
04/06/2016,Mizpe Ramon,9,12,11,8,11,9.33,9.67,8,7
04/06/2016,Nazareth,16,8,11,8,8,7.33,9.33,6,9
04/06/2016,Qazrin,11,12,11,7,7,10,9.33,11,10
04/06/2016,Tel Aviv,10,8,8,7,7,7,7.67,6,8
04/06/2016,Tiberias,13,6,8,7,8,8.33,8,12,8
04/06/2016,Zefat,14,9,9,10,11,9.67,9.33,10,8
05/06/2016,Afula,14,9,10,12,13,11.67,12,14,13
05/06/2016,Ashdod,9,8,9,6,5,7,6.67,7,6
05/06/2016,Beer Sheva,9,10,10,13,12,12.67,12,15,14
05/06/2016,Bet Shean,17,10,9,11,11,11.33,10.33,13,11
05/06/2016,Elat,7,10,10,10,11,10.33,10.33,11,10
05/06/2016,En Gedi,14,8,7,12,11,9.67,11,9,15
05/06/2016,Haifa,6,5,8,8,7,5.67,6.67,4,5
05/06/2016,Jerusalem,13,15,14,16,17,15,14.67,14,13
05/06/2016,Lod,7,9,8,9,8,8.33,8,7,8
05/06/2016,Mizpe Ramon,10,14,13,14,14,14,13.33,14,13
05/06/2016,Nazareth,17,9,11,11,12,9.67,10.67,9,9
05/06/2016,Qazrin,11,13,13,13,13,14,14,16,16
05/06/2016,Tel Aviv,12,8,8,7,8,7.33,8,7,8
05/06/2016,Tiberias,12,9,8,8,9,10.33,10,14,13
05/06/2016,Zefat,21,8,8,8,9,10,10.33,14,14
06/06/2016,Afula,12,10,11,13,13,13,13,13,13
06/06/2016,Ashdod,9,9,9,10,8,10,10,8,9
06/06/2016,Beer Sheva,8,10,10,12,11,13,14,12,12
06/06/2016,Bet Shean,15,11,10,12,12,17,16,11,11
06/06/2016,Elat,8,10,10,13,12,18,13,10,10
06/06/2016,En Gedi,14,7,7,4,4,14,8,8,8
06/06/2016,Haifa,8,9,9,11,12,14,14,9,8
06/06/2016,Jerusalem,14,12,14,13,13,17,16,12,13
06/06/2016,Lod,8,9,10,10,10,10,11,9,9
06/06/2016,Mizpe Ramon,14,12,12,11,11,18,17,11,10
06/06/2016,Nazareth,17,11,11,13,13,14,14,11,10
06/06/2016,Qazrin,12,13,13,13,12,16,20,16,12
06/06/2016,Tel Aviv,10,8,9,9,9,9,9,9,9
06/06/2016,Tiberias,13,9,11,8,10,15,16,13,14
06/06/2016,Zefat,18,8,9,10,10,15,16,11,12
07/06/2016,Afula,12,11,11,13,12,10,11,12,14
07/06/2016,Ashdod,9,6,6,6,5,7,6,7,4
07/06/2016,Beer Sheva,7,11,10,13,11,12,12,7,12
07/06/2016,Bet Shean,15,10,9,12,11,12,13,9,11
07/06/2016,Elat,10,8,8,10,11,13,10,7,8
07/06/2016,En Gedi,11,8,9,6,5,16,10,4,10
07/06/2016,Haifa,9,8,8,10,9,12,13,6,7
07/06/2016,Jerusalem,14,13,14,13,13,14,14,14,15
07/06/2016,Lod,10,9,9,10,9,9,10,8,9
07/06/2016,Mizpe Ramon,11,15,14,11,11,11,12,4,9
07/06/2016,Nazareth,16,10,10,12,12,13,13,9,8
07/06/2016,Qazrin,13,13,15,13,13,16,17,13,13
07/06/2016,Tel Aviv,11,8,8,8,8,7,8,8,9
07/06/2016,Tiberias,14,9,9,9,10,15,16,12,14
07/06/2016,Zefat,15,8,9,10,10,13,13,13,13
08/06/2016,Afula,10,11,11,11,11,14,15,13,12
08/06/2016,Ashdod,6,11,11,12,11,12,11,13,11
08/06/2016,Beer Sheva,7,10,10,12,12,14,15,15,15
08/06/2016,Bet Shean,14,11,10,7,11,18,18,12,10
08/06/2016,Elat,10,10,10,13,8,12,15,16,17
08/06/2016,En Gedi,10,8,8,7,9,18,19,17,17
08/06/2016,Haifa,8,10,9,10,7,10,9,12,9
08/06/2016,Jerusalem,12,13,13,13,11,15,14,16,15
08/06/2016,Lod,9,11,10,10,10,11,11,12,11
08/06/2016,Mizpe Ramon,8,13,11,13,13,22,22,17,16
08/06/2016,Nazareth,15,12,11,11,12,14,15,13,10
08/06/2016,Qazrin,13,12,12,8,12,14,17,12,13
08/06/2016,Tel Aviv,8,11,10,12,11,10,11,12,11
08/06/2016,Tiberias,13,9,9,9,10,15,13,14,13
08/06/2016,Zefat,17,8,8,9,9,12,11,12,13
09/06/2016,Afula,13,10,11,14,14,13,13,15,15
09/06/2016,Ashdod,11,9,9,11,11,12,9,11,12
09/06/2016,Beer Sheva,9,10,10,13,13,15,14,13,14
09/06/2016,Bet Shean,17,10,9,12,12,15,14,13,13
09/06/2016,Elat,6,10,10,11,12,16,12,11,8
09/06/2016,En Gedi,22,9,8,5,6,27,7,13,13
09/06/2016,Haifa,9,9,9,10,11,13,12,11,11
09/06/2016,Jerusalem,13,13,13,15,14,17,18,16,16
09/06/2016,Lod,10,10,11,11,11,12,11,11,10
09/06/2016,Mizpe Ramon,14,16,16,12,12,19,21,12,11
09/06/2016,Nazareth,15,10,10,13,13,14,13,14,13
09/06/2016,Qazrin,13,11,12,13,13,16,15,14,15
09/06/2016,Tel Aviv,13,9,10,11,10,10,8,11,10
09/06/2016,Tiberias,14,9,9,11,11,16,17,15,16
09/06/2016,Zefat,14,8,9,10,11,15,16,14,15
10/06/2016,Afula,13,11,11,5,14,14,14,14,14
10/06/2016,Ashdod,9,11,11,6,12,16,13,10,10
10/06/2016,Beer Sheva,9,10,10,3,13,16,16,10,11
10/06/2016,Bet Shean,16,10,9,4,12,16,17,12,12
10/06/2016,Elat,9,9,8,13,10,15,12,11,9
10/06/2016,En Gedi,17,8,8,2,3,12,22,10,9
10/06/2016,Haifa,9,10,10,9,12,16,16,11,10
10/06/2016,Jerusalem,17,13,13,3,15,20,18,12,14
10/06/2016,Lod,11,10,10,6,12,14,13,10,10
10/06/2016,Mizpe Ramon,14,11,12,5,12,20,19,10,11
10/06/2016,Nazareth,17,11,11,4,14,16,15,11,11
10/06/2016,Qazrin,13,11,12,8,12,13,13,11,12
10/06/2016,Tel Aviv,11,10,10,6,11,12,11,10,10
10/06/2016,Tiberias,12,9,10,5,11,14,16,11,12
10/06/2016,Zefat,20,8,9,3,10,16,15,11,12
11/06/2016,Afula,13,10,10,13,2,13,14,14,14
11/06/2016,Ashdod,11,9,8,8,6,11,11,9,8
11/06/2016,Beer Sheva,8,10,10,11,5,15,14,11,11
11/06/2016,Bet Shean,20,9,8,11,1,15,14,13,11
11/06/2016,Elat,6,9,9,11,11,13,13,10,11
11/06/2016,En Gedi,19,8,8,4,2,18,16,9,10
11/06/2016,Haifa,10,9,8,11,5,13,12,8,9
11/06/2016,Jerusalem,15,11,11,13,2,14,14,15,15
11/06/2016,Lod,10,9,8,9,5,13,12,10,10
11/06/2016,Mizpe Ramon,13,13,13,10,5,14,15,10,11
11/06/2016,Nazareth,17,10,10,13,2,14,16,11,12
11/06/2016,Qazrin,13,11,11,12,4,12,17,13,12
11/06/2016,Tel Aviv,12,9,8,9,4,10,9,10,10
11/06/2016,Tiberias,15,9,8,9,3,15,15,15,12
11/06/2016,Zefat,18,7,7,10,3,14,15,13,12
12/06/2016,Afula,10,9,9,13,13,12,13,8,10
12/06/2016,Ashdod,8,12,11,11,11,16,17,11,11
12/06/2016,Beer Sheva,8,8,8,10,10,16,12,9,10
12/06/2016,Bet Shean,16,8,8,9,10,14,17,9,10
12/06/2016,Elat,8,9,9,10,11,14,13,9,17
12/06/2016,En Gedi,24,4,4,5,5,7,7,5,5
12/06/2016,Haifa,8,8,8,9,8,11,10,7,9
12/06/2016,Jerusalem,11,8,8,7,8,13,7,8,11
12/06/2016,Lod,8,8,8,10,10,11,11,10,10
12/06/2016,Mizpe Ramon,10,12,10,7,8,10,8,6,11
12/06/2016,Nazareth,17,10,10,12,12,12,13,9,10
12/06/2016,Qazrin,13,7,7,10,8,10,10,8,8
12/06/2016,Tel Aviv,10,9,10,10,9,10,11,10,10
12/06/2016,Tiberias,13,5,7,4,4,12,5,9,8
12/06/2016,Zefat,14,7,8,8,7,10,14,9,8
13/06/2016,Afula,10,9,9,8,7,12,12,3,3
13/06/2016,Ashdod,11,12,13,12,15,13,11,11,13
13/06/2016,Beer Sheva,7,9,8,9,6,13,14,8,5
13/06/2016,Bet Shean,17,6,7,5,4,14,17,3,3
13/06/2016,Elat,9,8,7,10,12,11,8,5,4
13/06/2016,En Gedi,11,7,7,5,5,13,8,3,3
13/06/2016,Haifa,8,8,7,8,8,14,13,8,9
13/06/2016,Jerusalem,7,5,7,4,3,11,13,6,4
13/06/2016,Lod,8,7,7,6,7,12,10,9,8
13/06/2016,Mizpe Ramon,8,15,15,4,4,15,16,3,2
13/06/2016,Nazareth,19,9,9,8,8,10,11,5,4
13/06/2016,Qazrin,9,7,7,7,7,14,15,8,8
13/06/2016,Tel Aviv,10,10,9,8,9,12,10,9,8
13/06/2016,Tiberias,9,4,4,4,3,12,9,6,6
13/06/2016,Zefat,15,5,6,6,5,10,12,6,6
14/06/2016,Afula,10,8,8,13,11,12,15,7,3
14/06/2016,Ashdod,13,12,11,13,11,8,14,9,10
14/06/2016,Beer Sheva,8,9,9,13,10,11,15,8,7
14/06/2016,Bet Shean,14,6,5,10,9,16,19,4,3
14/06/2016,Elat,10,8,8,9,8,11,10,6,6
14/06/2016,En Gedi,11,8,5,4,4,12,8,5,6
14/06/2016,Haifa,7,8,9,8,8,9,11,8,8
14/06/2016,Jerusalem,9,8,8,9,8,12,15,6,9
14/06/2016,Lod,7,9,7,13,11,9,11,8,10
14/06/2016,Mizpe Ramon,9,13,15,10,11,14,14,6,5
14/06/2016,Nazareth,15,9,9,10,9,12,14,7,8
14/06/2016,Qazrin,10,9,8,9,8,13,15,8,10
14/06/2016,Tel Aviv,9,10,10,12,9,8,10,8,10
14/06/2016,Tiberias,10,8,8,8,5,13,18,8,10
14/06/2016,Zefat,13,7,9,10,10,16,19,8,8
15/06/2016,Afula,10,12,12,12,13,18,17,15,15
15/06/2016,Ashdod,11,11,11,10,11,11,12,12,15
15/06/2016,Beer Sheva,10,11,11,15,15,16,15,15,15
15/06/2016,Bet Shean,15,10,11,12,13,21,14,13,13
15/06/2016,Elat,8,11,12,11,12,14,12,14,14
15/06/2016,En Gedi,12,12,12,10,14,27,28,17,17
15/06/2016,Haifa,9,9,9,8,10,13,14,8,10
15/06/2016,Jerusalem,10,20,16,18,17,18,17,14,17
15/06/2016,Lod,7,11,11,12,14,14,14,11,13
15/06/2016,Mizpe Ramon,12,11,10,13,13,22,23,22,16
15/06/2016,Nazareth,16,11,12,13,14,15,17,10,10
15/06/2016,Qazrin,10,12,12,12,13,15,12,14,13
15/06/2016,Tel Aviv,13,12,10,10,11,11,10,12,14
15/06/2016,Tiberias,9,9,10,10,11,16,13,15,13
15/06/2016,Zefat,12,10,9,11,10,16,15,15,13
16/06/2016,Afula,13,10,10,14,15,13,14,14,14
16/06/2016,Ashdod,11,11,10,11,11,12,11,9,10
16/06/2016,Beer Sheva,10,10,10,14,14,14,14,12,13
16/06/2016,Bet Shean,18,9,10,13,13,17,18,13,13
16/06/2016,Elat,10,12,12,16,16,18,15,16,16
16/06/2016,En Gedi,19,9,8,4,4,9,8,7,7
16/06/2016,Haifa,9,9,8,11,11,13,13,9,9
16/06/2016,Jerusalem,17,14,13,16,15,16,17,11,11
16/06/2016,Lod,11,9,10,11,10,11,11,10,10
16/06/2016,Mizpe Ramon,15,13,13,11,11,19,19,9,9
16/06/2016,Nazareth,20,11,11,14,15,15,16,10,10
16/06/2016,Qazrin,15,12,12,13,10,16,15,12,12
16/06/2016,Tel Aviv,11,9,9,10,10,10,10,9,10
16/06/2016,Tiberias,13,8,9,8,8,9,9,12,12
16/06/2016,Zefat,21,10,8,10,10,18,17,14,12
17/06/2016,Afula,13,11,11,15,14,13,15,15,13
17/06/2016,Ashdod,10,9,10,12,11,10,10,10,10
17/06/2016,Beer Sheva,7,11,10,14,13,14,13,14,13
17/06/2016,Bet Shean,16,11,11,15,14,17,18,14,14
17/06/2016,Elat,10,11,11,15,15,18,16,15,15
17/06/2016,En Gedi,15,10,10,6,6,18,15,12,9
17/06/2016,Haifa,8,9,9,7,8,13,11,11,8
17/06/2016,Jerusalem,12,13,13,13,14,18,16,13,13
17/06/2016,Lod,10,9,9,10,11,10,11,12,11
17/06/2016,Mizpe Ramon,16,13,10,11,11,17,18,10,9
17/06/2016,Nazareth,17,12,12,14,13,20,18,13,12
17/06/2016,Qazrin,12,14,15,18,17,19,16,14,14
17/06/2016,Tel Aviv,9,8,9,10,10,9,9,10,10
17/06/2016,Tiberias,16,10,10,15,15,8,13,12,14
17/06/2016,Zefat,17,10,14,16,16,26,24,12,14
18/06/2016,Afula,13,9,9,10,9,11,13,10,10
18/06/2016,Ashdod,10,8,9,9,10,10,10,9,6
18/06/2016,Beer Sheva,9,10,9,11,10,15,14,12,11
18/06/2016,Bet Shean,19,8,9,7,5,18,17,9,8
18/06/2016,Elat,9,10,11,10,11,13,13,9,8
18/06/2016,En Gedi,20,12,11,4,5,16,11,8,8
18/06/2016,Haifa,9,6,6,8,11,12,12,8,7
18/06/2016,Jerusalem,11,11,11,8,8,13,14,9,7
18/06/2016,Lod,9,9,8,8,8,11,11,10,10
18/06/2016,Mizpe Ramon,12,16,10,11,9,17,18,10,8
18/06/2016,Nazareth,19,10,9,9,9,14,13,8,8
18/06/2016,Qazrin,19,10,9,6,6,13,9,9,9
18/06/2016,Tel Aviv,10,9,9,9,9,9,9,8,7
18/06/2016,Tiberias,22,7,6,3,6,15,8,9,9
18/06/2016,Zefat,22,8,8,6,5,16,12,9,9
19/06/2016,Afula,10,9,10,10,11,14,13,10,10
19/06/2016,Ashdod,9,8,8,9,8,10,11,8,8
19/06/2016,Beer Sheva,8,9,8,10,11,14,15,11,11
19/06/2016,Bet Shean,17,10,11,13,9,17,15,10,9
19/06/2016,Elat,8,7,7,5,5,13,11,2,7
19/06/2016,En Gedi,8,5,7,4,4,14,6,7,6
19/06/2016,Haifa,6,7,7,6,6,8,8,4,5
19/06/2016,Jerusalem,11,11,10,8,8,14,12,9,8
19/06/2016,Lod,8,8,8,9,8,12,11,10,10
19/06/2016,Mizpe Ramon,13,13,14,8,10,17,16,7,7
19/06/2016,Nazareth,15,9,10,10,11,12,12,7,8
19/06/2016,Qazrin,12,7,7,10,10,15,12,10,9
19/06/2016,Tel Aviv,9,8,8,8,9,10,9,8,9
19/06/2016,Tiberias,11,7,7,8,6,14,13,10,9
19/06/2016,Zefat,16,9,8,6,5,13,12,10,9
20/06/2016,Afula,10,10,9,12,12,17,13,12,12
20/06/2016,Ashdod,8,8,9,9,9,10,8,7,8
20/06/2016,Beer Sheva,8,8,8,9,9,15,12,9,10
20/06/2016,Bet Shean,18,9,10,10,10,17,19,12,12
20/06/2016,Elat,6,5,4,5,4,11,9,7,7
20/06/2016,En Gedi,9,7,7,4,4,16,17,7,6
20/06/2016,Haifa,7,7,8,7,7,10,9,4,4
20/06/2016,Jerusalem,9,10,10,11,10,13,13,10,10
20/06/2016,Lod,8,7,7,10,10,13,10,9,8
20/06/2016,Mizpe Ramon,12,11,11,10,9,16,17,9,8
20/06/2016,Nazareth,16,10,10,10,10,18,13,6,8
20/06/2016,Qazrin,12,11,9,8,9,17,16,11,13
20/06/2016,Tel Aviv,8,8,8,9,9,11,9,7,8
20/06/2016,Tiberias,11,9,9,4,5,18,13,11,11
20/06/2016,Zefat,13,6,7,6,6,19,16,11,11
21/06/2016,Afula,13,9,9,12,12,12,13,12,12
21/06/2016,Ashdod,9,7,8,9,8,7,6,7,7
21/06/2016,Beer Sheva,7,8,8,10,10,15,15,11,11
21/06/2016,Bet Shean,20,9,9,10,11,19,20,12,12
21/06/2016,Elat,4,9,10,12,12,17,16,10,12
21/06/2016,En Gedi,8,6,8,4,4,20,18,7,8
21/06/2016,Haifa,8,7,7,8,8,9,11,5,5
21/06/2016,Jerusalem,11,10,11,11,12,16,16,11,10
21/06/2016,Lod,7,7,8,9,9,10,10,10,9
21/06/2016,Mizpe Ramon,14,9,8,13,11,19,20,10,10
21/06/2016,Nazareth,17,10,10,11,11,14,15,7,6
21/06/2016,Qazrin,10,9,9,7,8,14,13,10,13
21/06/2016,Tel Aviv,9,8,8,9,9,7,7,7,9
21/06/2016,Tiberias,13,7,8,6,3,6,9,10,9
21/06/2016,Zefat,17,6,6,3,4,14,18,10,9
22/06/2016,Afula,12,10,10,13,12,13,13,14,12
22/06/2016,Ashdod,8,10,10,9,10,8,9,9,9
22/06/2016,Beer Sheva,9,9,10,12,11,13,14,11,10
22/06/2016,Bet Shean,19,10,8,12,12,20,16,12,11
22/06/2016,Elat,7,11,12,16,16,16,18,14,12
22/06/2016,En Gedi,20,6,5,5,4,13,12,8,8
22/06/2016,Haifa,7,8,8,9,9,13,14,6,7
22/06/2016,Jerusalem,10,12,12,13,13,14,15,11,9
22/06/2016,Lod,8,8,8,9,9,10,10,9,9
22/06/2016,Mizpe Ramon,12,11,11,12,10,18,19,12,11
22/06/2016,Nazareth,17,11,11,13,12,15,14,7,7
22/06/2016,Qazrin,11,9,9,8,7,12,12,10,13
22/06/2016,Tel Aviv,10,9,8,9,9,9,8,9,9
22/06/2016,Tiberias,14,6,5,3,3,4,9,10,10
22/06/2016,Zefat,13,9,9,4,4,17,13,10,10
23/06/2016,Afula,11,9,9,12,12,14,14,12,12
23/06/2016,Ashdod,10,8,9,10,9,9,8,7,9
23/06/2016,Beer Sheva,8,9,9,12,12,14,14,10,11
23/06/2016,Bet Shean,15,10,8,13,12,17,16,10,12
23/06/2016,Elat,10,11,11,16,16,16,18,14,13
23/06/2016,En Gedi,15,7,8,3,4,13,16,8,8
23/06/2016,Haifa,8,8,8,8,8,13,13,5,6
23/06/2016,Jerusalem,12,11,12,10,9,15,15,9,9
23/06/2016,Lod,8,8,8,9,9,10,10,7,9
23/06/2016,Mizpe Ramon,14,9,9,11,11,16,19,12,11
23/06/2016,Nazareth,19,10,10,13,12,16,15,6,7
23/06/2016,Qazrin,9,9,8,9,7,11,11,7,9
23/06/2016,Tel Aviv,11,8,8,9,9,8,8,7,9
23/06/2016,Tiberias,10,8,8,9,7,7,9,7,9
23/06/2016,Zefat,16,5,7,7,4,18,15,7,9
24/06/2016,Afula,12,9,10,12,13,14,13,12,12
24/06/2016,Ashdod,9,9,9,11,10,12,9,9,10
24/06/2016,Beer Sheva,7,10,9,13,13,13,15,11,11
24/06/2016,Bet Shean,15,10,9,12,12,16,15,10,10
24/06/2016,Elat,9,11,11,15,15,13,13,13,14
24/06/2016,En Gedi,21,9,9,6,5,18,18,8,8
24/06/2016,Haifa,8,8,8,10,9,13,13,7,6
24/06/2016,Jerusalem,12,12,12,11,11,16,14,10,10
24/06/2016,Lod,8,8,8,10,10,12,11,9,9
24/06/2016,Mizpe Ramon,14,9,10,11,11,19,19,10,10
24/06/2016,Nazareth,18,10,10,12,11,15,14,7,8
24/06/2016,Qazrin,9,10,9,8,9,13,13,8,9
24/06/2016,Tel Aviv,8,8,8,10,10,9,8,9,9
24/06/2016,Tiberias,12,7,7,3,2,15,8,8,10
24/06/2016,Zefat,13,6,6,8,8,14,16,8,10
25/06/2016,Afula,12,10,10,12,12,13,13,14,13
25/06/2016,Ashdod,9,9,9,9,10,9,8,9,7
25/06/2016,Beer Sheva,7,10,9,13,13,12,13,11,10
25/06/2016,Bet Shean,15,10,8,12,11,15,17,11,11
25/06/2016,Elat,10,12,11,16,16,16,15,13,14
25/06/2016,En Gedi,17,8,7,4,4,12,20,7,7
25/06/2016,Haifa,8,8,8,9,9,13,14,8,8
25/06/2016,Jerusalem,13,12,12,12,12,13,14,10,10
25/06/2016,Lod,8,8,8,10,9,11,10,8,9
25/06/2016,Mizpe Ramon,15,8,9,12,12,18,21,11,11
25/06/2016,Nazareth,18,10,10,12,12,13,15,8,7
25/06/2016,Qazrin,10,9,9,9,9,11,12,8,8
25/06/2016,Tel Aviv,10,8,9,9,9,8,9,9,8
25/06/2016,Tiberias,13,7,7,2,4,9,9,8,10
25/06/2016,Zefat,13,5,5,7,7,12,14,8,10
26/06/2016,Afula,12,10,10,12,13,14,13,14,14
26/06/2016,Ashdod,9,9,9,8,7,10,8,8,9
26/06/2016,Beer Sheva,6,10,10,13,14,14,14,12,11
26/06/2016,Bet Shean,19,11,9,13,11,18,20,12,12
26/06/2016,Elat,10,12,12,16,16,16,16,18,17
26/06/2016,En Gedi,20,9,8,5,5,13,20,12,10
26/06/2016,Haifa,8,9,8,10,10,13,15,7,8
26/06/2016,Jerusalem,11,13,13,14,14,14,17,13,12
26/06/2016,Lod,8,8,8,9,9,12,10,10,9
26/06/2016,Mizpe Ramon,16,11,12,14,14,17,19,15,14
26/06/2016,Nazareth,17,10,11,13,13,15,14,8,9
26/06/2016,Qazrin,10,10,11,8,7,12,13,9,10
26/06/2016,Tel Aviv,10,9,8,8,8,9,8,8,9
26/06/2016,Tiberias,15,10,11,3,3,3,6,11,11
26/06/2016,Zefat,13,7,8,10,11,19,18,11,11
27/06/2016,Afula,11,11,11,13,13,15,14,13,14
27/06/2016,Ashdod,9,13,12,12,11,13,12,11,9
27/06/2016,Beer Sheva,7,12,12,16,14,15,16,15,14
27/06/2016,Bet Shean,17,11,10,14,12,14,14,12,12
27/06/2016,Elat,10,12,12,17,16,15,13,17,17
27/06/2016,En Gedi,18,13,12,5,3,23,16,11,12
27/06/2016,Haifa,8,10,9,10,10,11,12,10,10
27/06/2016,Jerusalem,11,14,14,16,15,19,17,15,15
27/06/2016,Lod,8,11,10,12,12,12,11,11,10
27/06/2016,Mizpe Ramon,13,10,14,15,14,20,20,15,14
27/06/2016,Nazareth,17,12,11,14,14,15,15,11,10
27/06/2016,Qazrin,13,11,13,13,13,15,14,13,11
27/06/2016,Tel Aviv,9,11,10,11,11,10,10,11,10
