Time,Basis_date,Validity_date,City,Persist_value_minTemp,EC_minTemp,CO_minTemp,C3_minTemp,OH_minTemp
2,23/02/2016,24/02/2016,Lod,9,8,13,13,11
1,24/02/2016,24/02/2016,Mizpe Ramon,6,10,11,11,11
2,23/02/2016,24/02/2016,Mizpe Ramon,6,11,11,12,11
1,24/02/2016,24/02/2016,Nazareth,10,10,13,12,11
2,23/02/2016,24/02/2016,Nazareth,10,10,12,12,12
1,24/02/2016,24/02/2016,Qazrin,7,9,13,11,9
2,23/02/2016,24/02/2016,Qazrin,7,10,13,10,9
1,24/02/2016,24/02/2016,Tel Aviv,9,8,12,11,10
2,23/02/2016,24/02/2016,Tel Aviv,9,8,12,12,11
1,24/02/2016,24/02/2016,Tiberias,12,11,14,13,11
2,23/02/2016,24/02/2016,Tiberias,12,12,15,13,12
1,24/02/2016,24/02/2016,Zefat,6,8,11,9,11
2,23/02/2016,24/02/2016,Zefat,6,9,11,9,12
1,25/02/2016,25/02/2016,Afula,6,10,14,13,13
2,24/02/2016,25/02/2016,Afula,6,10,15,13,13
1,25/02/2016,25/02/2016,Ashdod,11,14,14,13,13
2,24/02/2016,25/02/2016,Ashdod,11,14,14,13,11
1,25/02/2016,25/02/2016,Beer Sheva,9,11,13,16,12
2,24/02/2016,25/02/2016,Beer Sheva,9,10,13,16,12
1,25/02/2016,25/02/2016,Bet Shean,8,11,15,15,15
2,24/02/2016,25/02/2016,Bet Shean,8,12,16,15,15
1,25/02/2016,25/02/2016,Elat,16,13,16,13,14
2,24/02/2016,25/02/2016,Elat,16,14,16,13,14
1,25/02/2016,25/02/2016,En Gedi,15,16,17,16,17
2,24/02/2016,25/02/2016,En Gedi,15,16,17,16,18
1,25/02/2016,25/02/2016,Haifa,12,15,14,15,14
2,24/02/2016,25/02/2016,Haifa,12,14,15,15,14
1,25/02/2016,25/02/2016,Jerusalem,11,11,13,13,14
2,24/02/2016,25/02/2016,Jerusalem,11,13,14,13,14
1,25/02/2016,25/02/2016,Lod,9,10,14,14,12
2,24/02/2016,25/02/2016,Lod,9,10,14,14,12
1,25/02/2016,25/02/2016,Mizpe Ramon,9,13,13,14,13
2,24/02/2016,25/02/2016,Mizpe Ramon,9,13,14,14,13
1,25/02/2016,25/02/2016,Nazareth,12,13,16,13,13
2,24/02/2016,25/02/2016,Nazareth,12,12,16,12,14
1,25/02/2016,25/02/2016,Qazrin,12,13,16,15,10
2,24/02/2016,25/02/2016,Qazrin,12,13,16,15,11
1,25/02/2016,25/02/2016,Tel Aviv,10,9,13,12,12
2,24/02/2016,25/02/2016,Tel Aviv,10,8,13,13,12
1,25/02/2016,25/02/2016,Tiberias,14,14,16,14,13
2,24/02/2016,25/02/2016,Tiberias,14,14,17,14,14
1,25/02/2016,25/02/2016,Zefat,10,11,14,14,13
2,24/02/2016,25/02/2016,Zefat,10,11,15,13,15
1,26/02/2016,26/02/2016,Afula,6,10,13,13,12
2,25/02/2016,26/02/2016,Afula,6,10,13,13,14
1,26/02/2016,26/02/2016,Ashdod,12,14,14,15,12
2,25/02/2016,26/02/2016,Ashdod,12,13,14,13,13
1,26/02/2016,26/02/2016,Beer Sheva,9,10,13,13,9
2,25/02/2016,26/02/2016,Beer Sheva,9,11,12,12,11
1,26/02/2016,26/02/2016,Bet Shean,10,12,16,16,16
2,25/02/2016,26/02/2016,Bet Shean,10,12,16,17,18
1,26/02/2016,26/02/2016,Elat,16,15,16,17,17
2,25/02/2016,26/02/2016,Elat,16,15,17,16,16
1,26/02/2016,26/02/2016,En Gedi,17,16,16,18,19
2,25/02/2016,26/02/2016,En Gedi,17,16,17,17,19
1,26/02/2016,26/02/2016,Haifa,13,13,14,15,12
2,25/02/2016,26/02/2016,Haifa,13,13,13,14,13
1,26/02/2016,26/02/2016,Jerusalem,13,10,13,13,13
2,25/02/2016,26/02/2016,Jerusalem,13,11,13,12,14
1,26/02/2016,26/02/2016,Lod,10,11,13,12,12
2,25/02/2016,26/02/2016,Lod,10,11,13,12,12
1,26/02/2016,26/02/2016,Mizpe Ramon,10,12,14,14,14
2,25/02/2016,26/02/2016,Mizpe Ramon,10,9,13,12,14
1,26/02/2016,26/02/2016,Nazareth,14,11,14,13,15
2,25/02/2016,26/02/2016,Nazareth,14,12,13,14,16
1,26/02/2016,26/02/2016,Qazrin,13,12,14,14,16
2,25/02/2016,26/02/2016,Qazrin,13,12,14,14,13
1,26/02/2016,26/02/2016,Tel Aviv,11,8,12,12,12
2,25/02/2016,26/02/2016,Tel Aviv,11,9,12,12,12
1,26/02/2016,26/02/2016,Tiberias,14,14,16,16,15
2,25/02/2016,26/02/2016,Tiberias,14,14,15,16,16
1,26/02/2016,26/02/2016,Zefat,12,12,13,14,16
2,25/02/2016,26/02/2016,Zefat,12,12,13,13,17
1,27/02/2016,27/02/2016,Afula,9,13,14,12,13
2,26/02/2016,27/02/2016,Afula,9,12,12,11,11
1,27/02/2016,27/02/2016,Ashdod,14,15,13,14,13
2,26/02/2016,27/02/2016,Ashdod,14,14,14,12,14
1,27/02/2016,27/02/2016,Beer Sheva,9,11,11,12,11
2,26/02/2016,27/02/2016,Beer Sheva,9,11,11,12,10
1,27/02/2016,27/02/2016,Bet Shean,12,14,14,14,15
2,26/02/2016,27/02/2016,Bet Shean,12,13,14,13,14
1,27/02/2016,27/02/2016,Elat,15,13,16,15,15
2,26/02/2016,27/02/2016,Elat,15,12,16,14,16
1,27/02/2016,27/02/2016,En Gedi,18,14,16,16,17
2,26/02/2016,27/02/2016,En Gedi,18,15,17,17,17
1,27/02/2016,27/02/2016,Haifa,14,14,13,13,14
2,26/02/2016,27/02/2016,Haifa,14,13,13,13,12
1,27/02/2016,27/02/2016,Jerusalem,14,9,11,10,10
2,26/02/2016,27/02/2016,Jerusalem,14,10,12,11,10
1,27/02/2016,27/02/2016,Lod,10,12,13,13,11
2,26/02/2016,27/02/2016,Lod,10,11,13,13,12
1,27/02/2016,27/02/2016,Mizpe Ramon,12,10,10,11,10
2,26/02/2016,27/02/2016,Mizpe Ramon,12,9,12,11,11
1,27/02/2016,27/02/2016,Nazareth,15,12,10,11,10
2,26/02/2016,27/02/2016,Nazareth,15,12,11,11,10
1,27/02/2016,27/02/2016,Qazrin,14,12,11,11,12
2,26/02/2016,27/02/2016,Qazrin,14,11,12,11,11
1,27/02/2016,27/02/2016,Tel Aviv,12,13,13,12,11
2,26/02/2016,27/02/2016,Tel Aviv,12,12,13,12,12
1,27/02/2016,27/02/2016,Tiberias,14,13,14,14,10
2,26/02/2016,27/02/2016,Tiberias,14,13,14,13,10
1,27/02/2016,27/02/2016,Zefat,13,9,10,10,11
2,26/02/2016,27/02/2016,Zefat,13,10,11,10,11
1,28/02/2016,28/02/2016,Afula,8,10,15,15,13
2,27/02/2016,28/02/2016,Afula,8,11,14,14,13
1,28/02/2016,28/02/2016,Ashdod,15,14,14,16,14
2,27/02/2016,28/02/2016,Ashdod,15,13,14,14,14
1,28/02/2016,28/02/2016,Beer Sheva,10,11,16,17,13
2,27/02/2016,28/02/2016,Beer Sheva,10,12,15,18,13
1,28/02/2016,28/02/2016,Bet Shean,11,11,16,16,16
2,27/02/2016,28/02/2016,Bet Shean,11,11,16,16,16
1,28/02/2016,28/02/2016,Elat,17,13,20,20,15
2,27/02/2016,28/02/2016,Elat,17,13,18,20,20
1,28/02/2016,28/02/2016,En Gedi,17,15,21,21,19
2,27/02/2016,28/02/2016,En Gedi,17,15,21,21,20
1,28/02/2016,28/02/2016,Haifa,13,14,14,15,14
2,27/02/2016,28/02/2016,Haifa,13,14,14,15,15
1,28/02/2016,28/02/2016,Jerusalem,12,11,16,15,15
2,27/02/2016,28/02/2016,Jerusalem,12,11,16,14,16
1,28/02/2016,28/02/2016,Lod,13,12,16,16,14
2,27/02/2016,28/02/2016,Lod,13,12,15,16,13
1,28/02/2016,28/02/2016,Mizpe Ramon,8,10,15,14,14
2,27/02/2016,28/02/2016,Mizpe Ramon,8,12,15,13,14
1,28/02/2016,28/02/2016,Nazareth,11,12,16,13,15
2,27/02/2016,28/02/2016,Nazareth,11,12,16,14,15
1,28/02/2016,28/02/2016,Qazrin,7,13,17,15,12
2,27/02/2016,28/02/2016,Qazrin,7,14,17,15,15
1,28/02/2016,28/02/2016,Tel Aviv,14,11,14,15,14
2,27/02/2016,28/02/2016,Tel Aviv,14,10,13,15,13
1,28/02/2016,28/02/2016,Tiberias,13,14,17,16,14
2,27/02/2016,28/02/2016,Tiberias,13,15,17,16,14
1,28/02/2016,28/02/2016,Zefat,10,12,16,14,16
2,27/02/2016,28/02/2016,Zefat,10,12,16,14,15
1,29/02/2016,29/02/2016,Afula,10,14,18,17,17
2,28/02/2016,29/02/2016,Afula,11,15,18,17,17
1,29/02/2016,29/02/2016,Ashdod,14,18,18,17,20
2,28/02/2016,29/02/2016,Ashdod,13,18,18,19,21
1,29/02/2016,29/02/2016,Beer Sheva,11,17,20,20,19
2,28/02/2016,29/02/2016,Beer Sheva,12,17,19,20,20
1,29/02/2016,29/02/2016,Bet Shean,11,12,18,17,19
2,28/02/2016,29/02/2016,Bet Shean,11,14,18,17,20
1,29/02/2016,29/02/2016,Elat,13,14,22,22,21
2,28/02/2016,29/02/2016,Elat,13,15,21,22,22
1,29/02/2016,29/02/2016,En Gedi,15,16,23,22,23
2,28/02/2016,29/02/2016,En Gedi,15,17,23,22,24
1,29/02/2016,29/02/2016,Haifa,14,18,19,18,21
2,28/02/2016,29/02/2016,Haifa,14,18,19,17,19
1,29/02/2016,29/02/2016,Jerusalem,11,14,17,15,17
2,28/02/2016,29/02/2016,Jerusalem,11,13,17,15,17
1,29/02/2016,29/02/2016,Lod,12,19,20,19,20
2,28/02/2016,29/02/2016,Lod,12,19,21,21,20
1,29/02/2016,29/02/2016,Mizpe Ramon,10,11,16,15,17
2,28/02/2016,29/02/2016,Mizpe Ramon,12,14,16,16,17
1,29/02/2016,29/02/2016,Nazareth,12,17,17,15,17
2,28/02/2016,29/02/2016,Nazareth,12,17,18,18,19
1,29/02/2016,29/02/2016,Qazrin,13,15,16,16,14
2,28/02/2016,29/02/2016,Qazrin,14,15,17,16,17
1,29/02/2016,29/02/2016,Tel Aviv,11,19,19,18,20
2,28/02/2016,29/02/2016,Tel Aviv,10,18,19,18,20
1,29/02/2016,29/02/2016,Tiberias,14,16,18,18,17
2,28/02/2016,29/02/2016,Tiberias,15,16,20,20,18
1,29/02/2016,29/02/2016,Zefat,12,13,16,15,17
2,28/02/2016,29/02/2016,Zefat,12,13,17,15,17
1,01/03/2016,01/03/2016,Afula,14,11,19,17,17
2,29/02/2016,01/03/2016,Afula,14,14,19,16,18
1,01/03/2016,01/03/2016,Ashdod,17,19,20,18,20
2,29/02/2016,01/03/2016,Ashdod,17,19,20,19,20
1,01/03/2016,01/03/2016,Beer Sheva,15,18,21,20,20
2,29/02/2016,01/03/2016,Beer Sheva,15,18,21,19,21
1,01/03/2016,01/03/2016,Bet Shean,12,12,18,16,18
2,29/02/2016,01/03/2016,Bet Shean,12,14,18,16,19
1,01/03/2016,01/03/2016,Elat,23,16,22,20,22
2,29/02/2016,01/03/2016,Elat,23,16,22,20,20
1,01/03/2016,01/03/2016,En Gedi,24,16,23,22,18
2,29/02/2016,01/03/2016,En Gedi,24,17,23,22,23
1,01/03/2016,01/03/2016,Haifa,18,19,19,16,19
2,29/02/2016,01/03/2016,Haifa,18,19,19,16,19
1,01/03/2016,01/03/2016,Jerusalem,15,13,17,14,17
2,29/02/2016,01/03/2016,Jerusalem,15,12,17,14,17
1,01/03/2016,01/03/2016,Lod,17,19,21,20,21
2,29/02/2016,01/03/2016,Lod,17,19,21,20,21
1,01/03/2016,01/03/2016,Mizpe Ramon,16,12,19,16,18
2,29/02/2016,01/03/2016,Mizpe Ramon,16,16,19,16,18
1,01/03/2016,01/03/2016,Nazareth,16,17,18,16,18
2,29/02/2016,01/03/2016,Nazareth,16,18,17,17,18
1,01/03/2016,01/03/2016,Qazrin,15,16,18,17,13
2,29/02/2016,01/03/2016,Qazrin,15,16,18,16,18
1,01/03/2016,01/03/2016,Tel Aviv,20,19,19,17,21
2,29/02/2016,01/03/2016,Tel Aviv,20,20,20,18,21
1,01/03/2016,01/03/2016,Tiberias,17,18,19,20,18
2,29/02/2016,01/03/2016,Tiberias,17,18,20,20,18
1,01/03/2016,01/03/2016,Zefat,14,15,17,16,18
2,29/02/2016,01/03/2016,Zefat,14,15,17,15,18
1,02/03/2016,02/03/2016,Afula,13,15,18,18,15
2,01/03/2016,02/03/2016,Afula,13,15,19,18,16
1,02/03/2016,02/03/2016,Ashdod,18,17,18,18,17
2,01/03/2016,02/03/2016,Ashdod,18,17,18,18,16
1,02/03/2016,02/03/2016,Beer Sheva,13,14,16,16,15
2,01/03/2016,02/03/2016,Beer Sheva,13,14,16,17,16
1,02/03/2016,02/03/2016,Bet Shean,11,15,20,20,19
2,01/03/2016,02/03/2016,Bet Shean,11,15,20,20,20
1,02/03/2016,02/03/2016,Elat,23,17,21,22,18
2,01/03/2016,02/03/2016,Elat,23,18,21,22,19
1,02/03/2016,02/03/2016,En Gedi,25,17,23,21,16
2,01/03/2016,02/03/2016,En Gedi,25,18,23,22,22
1,02/03/2016,02/03/2016,Haifa,17,16,18,18,15
2,01/03/2016,02/03/2016,Haifa,17,16,17,17,16
1,02/03/2016,02/03/2016,Jerusalem,15,13,15,14,14
2,01/03/2016,02/03/2016,Jerusalem,15,13,15,14,14
1,02/03/2016,02/03/2016,Lod,17,16,17,18,16
2,01/03/2016,02/03/2016,Lod,17,15,17,17,16
1,02/03/2016,02/03/2016,Mizpe Ramon,18,11,14,13,14
2,01/03/2016,02/03/2016,Mizpe Ramon,18,14,13,13,14
1,02/03/2016,02/03/2016,Nazareth,17,15,17,17,15
2,01/03/2016,02/03/2016,Nazareth,17,15,15,17,16
1,02/03/2016,02/03/2016,Qazrin,17,15,16,18,15
2,01/03/2016,02/03/2016,Qazrin,17,14,17,17,15
1,02/03/2016,02/03/2016,Tel Aviv,19,16,18,17,16
2,01/03/2016,02/03/2016,Tel Aviv,19,16,18,17,16
1,02/03/2016,02/03/2016,Tiberias,20,16,20,19,15
2,01/03/2016,02/03/2016,Tiberias,20,15,20,19,16
1,02/03/2016,02/03/2016,Zefat,13,13,16,15,15
2,01/03/2016,02/03/2016,Zefat,13,13,16,14,16
1,03/03/2016,03/03/2016,Afula,16,10,12,11,11
2,02/03/2016,03/03/2016,Afula,16,10,12,11,13
1,03/03/2016,03/03/2016,Ashdod,18,14,14,12,12
2,02/03/2016,03/03/2016,Ashdod,18,14,14,12,14
1,03/03/2016,03/03/2016,Beer Sheva,16,8,12,13,12
2,02/03/2016,03/03/2016,Beer Sheva,16,8,12,12,12
1,03/03/2016,03/03/2016,Bet Shean,17,11,14,13,14
2,02/03/2016,03/03/2016,Bet Shean,17,10,14,13,15
1,03/03/2016,03/03/2016,Elat,21,11,15,14,14
2,02/03/2016,03/03/2016,Elat,21,11,15,14,16
1,03/03/2016,03/03/2016,En Gedi,23,15,16,16,17
2,02/03/2016,03/03/2016,En Gedi,23,14,16,16,17
1,03/03/2016,03/03/2016,Haifa,15,11,13,14,12
2,02/03/2016,03/03/2016,Haifa,15,11,13,13,13
1,03/03/2016,03/03/2016,Jerusalem,13,8,11,10,11
2,02/03/2016,03/03/2016,Jerusalem,13,7,10,9,11
1,03/03/2016,03/03/2016,Lod,16,11,13,13,12
2,02/03/2016,03/03/2016,Lod,16,10,13,13,13
1,03/03/2016,03/03/2016,Mizpe Ramon,12,8,10,10,10
2,02/03/2016,03/03/2016,Mizpe Ramon,12,8,10,9,10
1,03/03/2016,03/03/2016,Nazareth,15,11,12,10,10
2,02/03/2016,03/03/2016,Nazareth,15,10,10,10,11
1,03/03/2016,03/03/2016,Qazrin,14,10,11,9,9
2,02/03/2016,03/03/2016,Qazrin,14,10,11,9,10
1,03/03/2016,03/03/2016,Tel Aviv,17,11,13,12,12
2,02/03/2016,03/03/2016,Tel Aviv,17,11,13,12,13
1,03/03/2016,03/03/2016,Tiberias,20,12,14,12,10
2,02/03/2016,03/03/2016,Tiberias,20,12,14,12,11
1,03/03/2016,03/03/2016,Zefat,11,9,10,9,10
2,02/03/2016,03/03/2016,Zefat,11,9,10,8,11
1,04/03/2016,04/03/2016,Afula,7,8,12,10.33,11
2,03/03/2016,04/03/2016,Afula,7,8,12,10,10
1,04/03/2016,04/03/2016,Ashdod,12,14,14,14.67,16
2,03/03/2016,04/03/2016,Ashdod,12,14,14,12,11
1,04/03/2016,04/03/2016,Beer Sheva,9,8,13,10.67,11
2,03/03/2016,04/03/2016,Beer Sheva,9,8,13,12,11
1,04/03/2016,04/03/2016,Bet Shean,9,11,13,12.67,14
2,03/03/2016,04/03/2016,Bet Shean,9,10,13,13,13
1,04/03/2016,04/03/2016,Elat,16,11,15,14,16
2,03/03/2016,04/03/2016,Elat,16,11,15,13,16
1,04/03/2016,04/03/2016,En Gedi,18,15,17,16.33,17
2,03/03/2016,04/03/2016,En Gedi,18,15,16,15,17
1,04/03/2016,04/03/2016,Haifa,12,11,12,12.33,14
2,03/03/2016,04/03/2016,Haifa,12,12,12,13,12
1,04/03/2016,04/03/2016,Jerusalem,9,9,11,10.33,11
2,03/03/2016,04/03/2016,Jerusalem,9,8,10,10,10
1,04/03/2016,04/03/2016,Lod,12,10,13,11.33,11
2,03/03/2016,04/03/2016,Lod,12,9,13,13,11
1,04/03/2016,04/03/2016,Mizpe Ramon,8,10,10,10.33,11
2,03/03/2016,04/03/2016,Mizpe Ramon,8,9,10,10,10
1,04/03/2016,04/03/2016,Nazareth,11,9,11,10.33,11
2,03/03/2016,04/03/2016,Nazareth,11,9,10,10,10
1,04/03/2016,04/03/2016,Qazrin,7,8,10,9,9
2,03/03/2016,04/03/2016,Qazrin,7,7,10,9,8
1,04/03/2016,04/03/2016,Tel Aviv,11,9,12,10.67,11
2,03/03/2016,04/03/2016,Tel Aviv,11,9,12,11,11
1,04/03/2016,04/03/2016,Tiberias,12,11,13,11.67,11
2,03/03/2016,04/03/2016,Tiberias,12,11,12,12,10
1,04/03/2016,04/03/2016,Zefat,7,10,10,10.33,11
2,03/03/2016,04/03/2016,Zefat,7,9,9,8,9
1,05/03/2016,05/03/2016,Afula,5,10,12,10,11
2,04/03/2016,05/03/2016,Afula,5,10,11,10,12
1,05/03/2016,05/03/2016,Ashdod,12,14,13,13,16
2,04/03/2016,05/03/2016,Ashdod,12,13,13,11,14
1,05/03/2016,05/03/2016,Beer Sheva,7,9,11,11,13
2,04/03/2016,05/03/2016,Beer Sheva,7,9,11,11,13
1,05/03/2016,05/03/2016,Bet Shean,7,11,13,12,14
2,04/03/2016,05/03/2016,Bet Shean,7,10,13,12,14
1,05/03/2016,05/03/2016,Elat,16,10,15,14,16
2,04/03/2016,05/03/2016,Elat,16,10,15,12,17
1,05/03/2016,05/03/2016,En Gedi,17,13,16,16,17
2,04/03/2016,05/03/2016,En Gedi,17,12,16,16,17
1,05/03/2016,05/03/2016,Haifa,12,13,12,12,14
2,04/03/2016,05/03/2016,Haifa,12,13,12,12,11
1,05/03/2016,05/03/2016,Jerusalem,10,5,9,8,10
2,04/03/2016,05/03/2016,Jerusalem,10,7,9,9,11
1,05/03/2016,05/03/2016,Lod,11,7,12,11,13
2,04/03/2016,05/03/2016,Lod,11,9,11,11,13
1,05/03/2016,05/03/2016,Mizpe Ramon,7,7,10,9,10
2,04/03/2016,05/03/2016,Mizpe Ramon,7,7,9,8,10
1,05/03/2016,05/03/2016,Nazareth,10,9,11,10,10
2,04/03/2016,05/03/2016,Nazareth,10,9,9,10,10
1,05/03/2016,05/03/2016,Qazrin,7,10,10,9,10
2,04/03/2016,05/03/2016,Qazrin,7,10,9,8,7
1,05/03/2016,05/03/2016,Tel Aviv,11,9,12,11,13
2,04/03/2016,05/03/2016,Tel Aviv,11,11,13,11,13
1,05/03/2016,05/03/2016,Tiberias,11,11,13,14,10
2,04/03/2016,05/03/2016,Tiberias,11,12,11,12,10
1,05/03/2016,05/03/2016,Zefat,7,8,10,7,10
2,04/03/2016,05/03/2016,Zefat,7,9,9,7,9
1,06/03/2016,06/03/2016,Afula,7,8,13,11,11
2,05/03/2016,06/03/2016,Afula,7,8,13,11,10
1,06/03/2016,06/03/2016,Ashdod,13,13,11,13,12
2,05/03/2016,06/03/2016,Ashdod,13,13,11,9,11
1,06/03/2016,06/03/2016,Beer Sheva,9,8,11,11,10
2,05/03/2016,06/03/2016,Beer Sheva,9,7,10,10,12
1,06/03/2016,06/03/2016,Bet Shean,8,9,13,13,13
2,05/03/2016,06/03/2016,Bet Shean,8,10,13,13,13
1,06/03/2016,06/03/2016,Elat,16,11,14,16,17
2,05/03/2016,06/03/2016,Elat,16,12,16,15,16
1,06/03/2016,06/03/2016,En Gedi,18,13,17,19,18
2,05/03/2016,06/03/2016,En Gedi,18,14,19,18,17
1,06/03/2016,06/03/2016,Haifa,11,12,12,12,13
2,05/03/2016,06/03/2016,Haifa,11,12,12,11,11
1,06/03/2016,06/03/2016,Jerusalem,8,9,12,12,12
2,05/03/2016,06/03/2016,Jerusalem,8,9,13,11,11
1,06/03/2016,06/03/2016,Lod,11,9,13,12,10
2,05/03/2016,06/03/2016,Lod,11,9,13,11,10
1,06/03/2016,06/03/2016,Mizpe Ramon,7,10,11,11,12
2,05/03/2016,06/03/2016,Mizpe Ramon,7,10,11,11,11
1,06/03/2016,06/03/2016,Nazareth,11,9,13,11,12
2,05/03/2016,06/03/2016,Nazareth,11,9,11,10,11
1,06/03/2016,06/03/2016,Qazrin,6,10,13,13,10
2,05/03/2016,06/03/2016,Qazrin,6,10,13,12,10
1,06/03/2016,06/03/2016,Tel Aviv,12,9,11,11,10
2,05/03/2016,06/03/2016,Tel Aviv,12,8,11,10,10
1,06/03/2016,06/03/2016,Tiberias,11,12,13,16,12
2,05/03/2016,06/03/2016,Tiberias,11,12,13,12,11
1,06/03/2016,06/03/2016,Zefat,6,9,11,11,12
2,05/03/2016,06/03/2016,Zefat,6,8,12,10,12
1,07/03/2016,07/03/2016,Afula,5,13,17,16,15
2,06/03/2016,07/03/2016,Afula,5,13,17,16,16
1,07/03/2016,07/03/2016,Ashdod,10,14,14,15,15
2,06/03/2016,07/03/2016,Ashdod,10,14,14,13,14
1,07/03/2016,07/03/2016,Beer Sheva,7,10,13,15,14
2,06/03/2016,07/03/2016,Beer Sheva,7,9,13,13,13
1,07/03/2016,07/03/2016,Bet Shean,8,12,17,17,18
2,06/03/2016,07/03/2016,Bet Shean,8,13,18,18,19
1,07/03/2016,07/03/2016,Elat,16,15,18,17,20
2,06/03/2016,07/03/2016,Elat,16,14,19,17,19
1,07/03/2016,07/03/2016,En Gedi,18,18,21,19,21
2,06/03/2016,07/03/2016,En Gedi,18,17,19,19,21
1,07/03/2016,07/03/2016,Haifa,11,16,17,17,18
2,06/03/2016,07/03/2016,Haifa,11,16,17,17,19
1,07/03/2016,07/03/2016,Jerusalem,12,12,16,15,16
2,06/03/2016,07/03/2016,Jerusalem,12,12,16,14,15
1,07/03/2016,07/03/2016,Lod,8,12,14,13,13
2,06/03/2016,07/03/2016,Lod,8,12,14,13,14
1,07/03/2016,07/03/2016,Mizpe Ramon,11,12,14,15,16
2,06/03/2016,07/03/2016,Mizpe Ramon,11,11,14,15,15
1,07/03/2016,07/03/2016,Nazareth,12,16,17,17,15
2,06/03/2016,07/03/2016,Nazareth,12,16,17,17,16
1,07/03/2016,07/03/2016,Qazrin,9,15,16,16,13
2,06/03/2016,07/03/2016,Qazrin,9,15,17,16,13
1,07/03/2016,07/03/2016,Tel Aviv,9,12,13,12,13
2,06/03/2016,07/03/2016,Tel Aviv,9,13,13,12,14
1,07/03/2016,07/03/2016,Tiberias,11,17,19,18,15
2,06/03/2016,07/03/2016,Tiberias,11,17,19,20,16
1,07/03/2016,07/03/2016,Zefat,10,13,16,15,15
2,06/03/2016,07/03/2016,Zefat,10,14,16,15,17
1,08/03/2016,08/03/2016,Afula,11,13,17,17,14
2,07/03/2016,08/03/2016,Afula,11,14,18,16,14
1,08/03/2016,08/03/2016,Ashdod,15,15,16,17,13
2,07/03/2016,08/03/2016,Ashdod,15,14,15,17,12
1,08/03/2016,08/03/2016,Beer Sheva,9,11,18,19,14
2,07/03/2016,08/03/2016,Beer Sheva,9,12,17,19,14
1,08/03/2016,08/03/2016,Bet Shean,12,13,18,18,17
2,07/03/2016,08/03/2016,Bet Shean,12,13,18,18,18
1,08/03/2016,08/03/2016,Elat,16,18,20,21,21
2,07/03/2016,08/03/2016,Elat,16,17,21,19,20
1,08/03/2016,08/03/2016,En Gedi,19,17,21,20,20
2,07/03/2016,08/03/2016,En Gedi,19,16,21,19,20
1,08/03/2016,08/03/2016,Haifa,17,13,16,18,15
2,07/03/2016,08/03/2016,Haifa,17,16,16,18,15
1,08/03/2016,08/03/2016,Jerusalem,14,13,17,16,15
2,07/03/2016,08/03/2016,Jerusalem,14,11,17,16,15
1,08/03/2016,08/03/2016,Lod,13,13,17,16,13
2,07/03/2016,08/03/2016,Lod,13,14,16,17,13
1,08/03/2016,08/03/2016,Mizpe Ramon,12,15,16,16,15
2,07/03/2016,08/03/2016,Mizpe Ramon,12,15,16,16,15
1,08/03/2016,08/03/2016,Nazareth,15,15,17,17,17
2,07/03/2016,08/03/2016,Nazareth,15,15,17,16,16
1,08/03/2016,08/03/2016,Qazrin,16,15,17,17,14
2,07/03/2016,08/03/2016,Qazrin,16,16,17,17,16
1,08/03/2016,08/03/2016,Tel Aviv,14,12,16,17,13
2,07/03/2016,08/03/2016,Tel Aviv,14,12,15,16,13
1,08/03/2016,08/03/2016,Tiberias,18,17,18,20,17
2,07/03/2016,08/03/2016,Tiberias,18,17,19,19,16
1,08/03/2016,08/03/2016,Zefat,13,13,16,16,17
2,07/03/2016,08/03/2016,Zefat,13,14,16,15,18
1,09/03/2016,09/03/2016,Afula,10,13,15,14.67,16
2,08/03/2016,09/03/2016,Afula,10,12,16,15,17
1,09/03/2016,09/03/2016,Ashdod,13,16,16,16,16
2,08/03/2016,09/03/2016,Ashdod,13,16,17,17,16
1,09/03/2016,09/03/2016,Beer Sheva,12,11,14,13,14
2,08/03/2016,09/03/2016,Beer Sheva,12,11,14,13,15
1,09/03/2016,09/03/2016,Bet Shean,14,13,18,17,20
2,08/03/2016,09/03/2016,Bet Shean,14,14,18,19,20
1,09/03/2016,09/03/2016,Elat,16,15,19,18,20
2,08/03/2016,09/03/2016,Elat,16,15,20,18,20
1,09/03/2016,09/03/2016,En Gedi,20,19,19,20,22
2,08/03/2016,09/03/2016,En Gedi,20,20,19,20,22
1,09/03/2016,09/03/2016,Haifa,17,13,16,15,16
2,08/03/2016,09/03/2016,Haifa,17,13,16,14,16
1,09/03/2016,09/03/2016,Jerusalem,15,12,14,14,16
2,08/03/2016,09/03/2016,Jerusalem,15,12,14,12,16
1,09/03/2016,09/03/2016,Lod,12,13,16,14.67,15
2,08/03/2016,09/03/2016,Lod,12,12,16,14,15
1,09/03/2016,09/03/2016,Mizpe Ramon,13,12,14,13.67,15
2,08/03/2016,09/03/2016,Mizpe Ramon,13,13,15,12,15
1,09/03/2016,09/03/2016,Nazareth,17,13,15,15.33,18
2,08/03/2016,09/03/2016,Nazareth,17,13,14,15,16
1,09/03/2016,09/03/2016,Qazrin,18,14,14,14.33,15
2,08/03/2016,09/03/2016,Qazrin,18,14,14,14,15
1,09/03/2016,09/03/2016,Tel Aviv,12,13,16,14.67,15
2,08/03/2016,09/03/2016,Tel Aviv,12,13,16,15,15
1,09/03/2016,09/03/2016,Tiberias,17,16,16,16.67,18
2,08/03/2016,09/03/2016,Tiberias,17,16,16,17,16
1,09/03/2016,09/03/2016,Zefat,13,13,14,15,18
